age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,PDCODE_VALUE.y,CATEGORY.y,LIT_LONG.y,LIT_SHORT.y,MP_Mis,MP_Fel,MS_Mis,MS_Fel,CSP_Mis,CSP_Fel,CSS_Fel,CSIS_Fel,School
18-24,S,3/8/13,89526972,120,0,117,40.61002319,F,PL 2201801,-74.07415102,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS 2",WHITE,F,963662,161530,2013,3,501,F,CPCS-2ND:NARC DRUG-4OZ OR MORE,CPCS 2ND-NARC  ,0,0,0,0,0,1,0,0,0
25-44,S,3/8/13,89526977,120,0,235,40.60745347,M,PL 22003,-74.06611693,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,965892,160592,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/8/13,89526971,120,0,235,40.60925771,M,PL 22003,-74.06924126,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,965025,161250,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/8/13,89526943,122,0,235,40.59575324,M,PL 2205002,-74.07791244,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",BLACK,M,962613,156332,2013,3,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
18-24,S,3/8/13,89526979,120,1,235,40.62772632,M,PL 2211001,-74.17038762,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,936954,168017,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/8/13,89526973,120,0,117,40.61002319,F,PL 2201801,-74.07415102,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS 2",WHITE,M,963662,161530,2013,3,501,F,CPCS-2ND:NARC DRUG-4OZ OR MORE,CPCS 2ND-NARC  ,0,0,0,0,0,1,0,0,0
25-44,S,3/8/13,89526970,120,0,235,40.60925771,M,PL 22003,-74.06924126,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,965025,161250,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/7/13,89507605,122,0,235,40.59075491,M,PL 22003,-74.19232872,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,930834,154560,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/7/13,89507597,120,0,235,40.61403422,M,PL 22140,-74.08478442,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,960711,162994,2013,3,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
45-64,S,3/7/13,89507625,120,0,117,40.6368542,F,PL 2200906,-74.0887083,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,959630,171309,2013,3,505,F,CPCS-4TH:HALLUCINOGEN         ,CPCS-4         ,0,0,0,0,0,1,0,0,0
25-44,S,3/7/13,89507611,120,0,235,40.62208378,M,PL 2211001,-74.15833811,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,940295,165955,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/7/13,89507621,120,0,235,40.6406671,M,PL 22003,-74.1313326,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,947802,172713,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/7/13,89507617,123,0,235,40.54498962,M,PL 22003,-74.21605598,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,924203,137902,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/7/13,89507616,123,0,235,40.54498962,M,PL 22003,-74.21605598,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,924203,137902,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/7/13,89507618,123,0,117,40.54498962,F,PL 2201601,-74.21605598,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,924203,137902,2013,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/7/13,89507620,120,0,235,40.63018104,M,PL 22003,-74.10857903,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,F,954112,168884,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/7/13,89507598,120,0,235,40.61478207,M,PL 2211001,-74.08304928,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961193,163266,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/7/13,89507609,120,0,235,40.62208378,M,PL 2211001,-74.15833811,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,940295,165955,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/7/13,89526957,120,0,117,40.63018104,F,PL 2201601,-74.10857903,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,954112,168884,2013,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/6/13,89487530,120,0,235,40.64322255,M,PL 2211001,-74.09829817,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,956971,173632,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/6/13,89487527,123,0,235,40.56505455,M,PL 2211001,-74.18438693,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,933020,145192,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/6/13,89487491,120,0,235,40.64502275,M,PL 22003,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962822,174282,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/6/13,89487525,123,0,235,40.56505455,M,PL 22115,-74.18438693,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,933020,145192,2013,3,567,M,CRIM POSS MARIHUANA-4TH:>2 OZS,POS MARIHUANA-4,1,0,0,0,0,0,0,0,0
18-24,S,3/6/13,89487524,123,0,235,40.55240659,M,PL 2211001,-74.19101643,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,931168,140588,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/6/13,89487522,120,0,235,40.63416955,M,PL 2211001,-74.12193786,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,950406,170342,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/6/13,89487492,120,0,235,40.64502275,M,PL 22003,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,962822,174282,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/6/13,89487531,122,0,235,40.60891951,M,PL 22003,-74.15849056,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",ASIAN/PAC.ISL,M,940244,161159,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/6/13,89487528,122,0,117,40.60891951,F,PL 2201602,-74.15849056,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940244,161159,2013,3,503,F,CPCS-3RD:INT/SELL PREV CONV   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/6/13,89487529,120,1,235,40.64322255,M,PL 2211001,-74.09829817,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,956971,173632,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/6/13,89472292,120,0,235,40.62835544,M,PL 22003,-74.07862419,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,962426,168210,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/6/13,89487517,120,0,117,40.61086638,F,PL 2202101,-74.08886826,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS 1",BLACK,M,959576,161841,2013,3,500,F,CPCS-1ST:NARC DRG-8 OZ OR MORE,CPCS 1ST-NARC  ,0,0,0,0,0,1,0,0,0
18-24,S,3/6/13,89487494,120,0,235,40.64502275,M,PL 22003,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962822,174282,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/5/13,89467961,122,0,117,40.55646908,F,PL 2204101,-74.13938294,DANGEROUS DRUGS,514,"CONTROLLED SUBSTANCE,SALE 2",WHITE,F,945519,142041,2013,3,514,F,CSCS-2ND:1/2 OZ NARCOTIC DRUG ,CSCS-2         ,0,0,0,0,0,0,1,0,0
18-24,S,3/5/13,89467973,122,0,235,40.61428884,M,PL 22003,-74.1640069,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,938716,163118,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/13,89467975,122,1,235,40.61428884,M,PL 22003,-74.1640069,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,938716,163118,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/5/13,89467988,122,0,235,40.58671859,M,PL 2211001,-74.15312377,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,941720,153068,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/5/13,89467956,120,0,235,40.62892986,M,PL 2211001,-74.16187771,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,939317,168451,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/5/13,89467982,123,0,235,40.55294012,M,PL 22003,-74.18018281,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,934179,140776,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/5/13,89467972,120,0,235,40.64204314,M,PL 2211001,-74.07535408,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,963338,173196,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/5/13,89487498,120,0,235,40.64502275,M,PL 2205003,-74.07721685,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",HISPANIC,M,962822,174282,2013,3,508,M,CRIM USE DRUG PARA-2ND:SCALES ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
18-24,S,3/5/13,89467968,120,0,235,40.62175449,M,PL 22003,-74.11967099,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,951029,165818,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/5/13,89467974,122,0,235,40.57414013,M,PL 2211001,-74.10600777,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,954801,148466,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/5/13,89467976,122,0,235,40.57321778,M,PL 22003,-74.12004838,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,950900,148135,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/13,89467984,123,0,235,40.55196626,M,PL 22003,-74.21201226,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925333,140441,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/13,89467986,120,0,235,40.63637,M,PL 22003,-74.11750657,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,951637,171142,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/5/13,89467957,120,0,235,40.62892986,M,PL 2211001,-74.16187771,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,939317,168451,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/5/13,89467971,120,0,235,40.63430858,M,PL 22003,-74.12024115,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,950877,170392,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/13,89467952,120,0,235,40.63770421,M,PL 22003,-74.13712054,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,946194,171636,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/5/13,89467983,123,0,235,40.5532938,M,PL 22003,-74.21252747,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925191,140925,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/5/13,89467977,123,0,235,40.55196626,M,PL 22003,-74.21201226,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925333,140441,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/13,89467978,122,0,235,40.57066097,M,PL 2211001,-74.11606277,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,952006,147202,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/5/13,89467979,122,0,235,40.56454514,M,PL 22003,-74.13170122,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947658,144980,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
<18,S,3/5/13,89467981,122,0,235,40.57414013,M,PL 2211001,-74.10600777,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,954801,148466,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/4/13,89448592,120,0,117,40.62461087,F,PL 2201601,-74.07959962,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962154,166846,2013,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/4/13,89448590,120,0,235,40.63430858,M,PL 2211001,-74.12024115,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,950877,170392,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/4/13,89448589,122,0,235,40.55095245,M,PL 2211001,-74.1367266,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,946254,140030,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/4/13,89448581,122,0,235,40.57414013,M,PL 2211001,-74.10600777,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,954801,148466,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/4/13,89448577,120,0,235,40.62043896,M,PL 22003,-74.07095668,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,F,964552,165324,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/4/13,89448578,120,0,235,40.62043896,M,PL 22003,-74.07095668,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,964552,165324,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/4/13,89467939,120,0,235,40.63239793,M,PL 2211001,-74.16088094,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,939596,169714,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/4/13,89448591,120,0,117,40.62461087,F,PL 2201604,-74.07959962,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,962154,166846,2013,3,503,F,CPCS-3RD:LSD W/INT/SELL       ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/3/13,89425570,120,0,117,40.64173826,F,PL 2201601,-74.07567804,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,963248,173085,2013,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/3/13,89425567,120,0,235,40.64475208,M,PL 2211001,-74.08724138,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,960040,174186,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/2/13,89416450,122,0,235,40.6094371,M,PL 22003,-74.1651763,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,938388,161351,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/2/13,89416456,122,0,235,40.56064109,M,PL 2211001,-74.13251048,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,947431,143558,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/2/13,89416451,120,0,235,40.63555477,M,PL 22140,-74.13734311,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,946131,170853,2013,3,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
25-44,S,3/2/13,89416448,122,0,235,40.6094371,M,PL 22003,-74.1651763,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,938388,161351,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/2/13,89416454,122,0,235,40.56019721,M,PL 2211001,-74.13183301,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,947619,143396,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/2/13,89416458,120,0,117,40.61730362,F,PL 2201805,-74.0804806,DANGEROUS DRUGS,501,"CONTROLLED SUBSTANCE,POSSESS 2",BLACK,M,961907,164184,2013,3,501,F,CPCS-2ND:25 MIL HALLUCINOGEN  ,CPCS-2         ,0,0,0,0,0,1,0,0,0
25-44,S,3/2/13,89416438,120,0,235,40.6340137,M,PL 22003,-74.09838909,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,956942,170277,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/1/13,89402974,120,0,235,40.63076341,M,PL 22003,-74.11650595,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,951912,169099,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/1/13,89402961,120,0,117,40.63852489,F,PL 2200906,-74.13004567,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,948158,171932,2013,3,505,F,CPCS-4TH:HALLUCINOGEN         ,CPCS-4         ,0,0,0,0,0,1,0,0,0
25-44,S,3/1/13,89402962,122,0,235,40.61526866,M,PL 2205001,-74.1601661,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",HISPANIC,F,939783,163473,2013,3,508,M,CRIM USE DRUG PAR-2ND:DILUENTS,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
18-24,S,3/1/13,89403894,122,0,117,40.58774667,F,PL 2201601,-74.15807667,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,940345,153445,2013,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/1/13,89402975,120,0,235,40.63421845,M,PL 22003,-74.1144223,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952492,170357,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/1/13,89403068,123,0,235,40.5529394,M,PL 2211001,-74.21120928,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,925557,140795,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/1/13,89402970,122,0,235,40.54490931,M,PL 22003,-74.16137913,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,939399,137840,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/1/13,89403082,123,0,235,40.51203825,M,PL 2211001,-74.24975495,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,914803,125922,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/1/13,89402989,120,0,235,40.63544472,M,PL 22003,-74.12043776,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,950823,170806,2013,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/1/13,89404203,123,0,235,40.51203825,M,PL 2211001,-74.24975495,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,F,914803,125922,2013,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/1/13,89402963,122,0,235,40.61526866,M,PL 2205001,-74.1601661,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,939783,163473,2013,3,508,M,CRIM USE DRUG PAR-2ND:DILUENTS,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,2/28/13,89367969,120,0,235,40.63386604,M,PL 22003,-74.12595813,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,949290,170233,2013,2,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,2/28/13,89383656,122,0,117,40.57376273,F,PL 2201601,-74.11593497,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,952043,148332,2013,2,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,2/28/13,89383658,122,0,117,40.57376273,F,PL 2201601,-74.11593497,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,952043,148332,2013,2,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,2/28/13,89367945,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951319,171306,2013,2,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,2/28/13,89383665,120,0,235,40.6235958,M,PL 22003,-74.08277206,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961273,166477,2013,2,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
