"","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"12239","25-44","S",2013-03-14,89622038,120,0,117,40.619660068,"F","PL 2201601",-74.099686308,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",956576,165048,2013,3
"12240","25-44","S",2013-03-14,89622019,122,0,235,40.536996587,"M","PL 2200300",-74.148750213,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942904,134951,2013,3
"12241","25-44","S",2013-03-14,89622026,120,0,235,40.63953643,"M","PL 2205001",-74.076450225,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","F",963033,172283,2013,3
"12242","18-24","S",2013-03-14,89622027,120,0,235,40.641084625,"M","PL 2214000",-74.097985142,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",957057,172853,2013,3
"12243","18-24","S",2013-03-14,89622039,120,0,117,40.619660068,"F","PL 2201601",-74.099686308,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",956576,165048,2013,3
"12244","25-44","S",2013-03-14,89622029,120,0,235,40.615214578,"M","PL 2214000",-74.084649048,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",960749,163424,2013,3
"12245","25-44","S",2013-03-14,89622023,120,0,117,40.63953643,"F","PL 2201601",-74.076450225,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",963033,172283,2013,3
"12246","25-44","S",2013-03-14,89622030,120,0,235,40.625911345,"M","PL 2211001",-74.076373376,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",963050,167319,2013,3
"12247","18-24","S",2013-03-14,89622033,120,0,235,40.636270414,"M","PL 2211500",-74.087597799,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",959938,171096,2013,3
"12248","45-64","S",2013-03-14,89622036,120,0,235,40.624198782,"M","PL 2200300",-74.14899139,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942891,166721,2013,3
"12249","25-44","S",2013-03-14,89622028,120,0,235,40.625911345,"M","PL 2211001",-74.076373376,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",963050,167319,2013,3
"12250","18-24","S",2013-03-14,89622032,120,0,235,40.636270414,"M","PL 2211500",-74.087597799,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",959938,171096,2013,3
"12251","45-64","S",2013-03-14,89622035,120,0,235,40.624198782,"M","PL 2200300",-74.14899139,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942891,166721,2013,3
"12252","18-24","S",2013-03-14,89622037,120,0,117,40.642706481,"F","PL 2201601",-74.076716903,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962960,173438,2013,3
"12253","25-44","S",2013-03-13,89605285,120,0,235,40.646767121,"M","PL 2214000",-74.08675393,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",960176,174920,2013,3
"12254","25-44","S",2013-03-13,89605283,120,0,117,40.639092296,"F","PL 2201601",-74.075660624,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",963252,172121,2013,3
"12255","18-24","S",2013-03-13,89605295,122,0,235,40.55373665,"M","PL 2214000",-74.115889428,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",952046,141036,2013,3
"12256","45-64","S",2013-03-13,89605294,122,0,235,40.551689157,"M","PL 2200300",-74.14478864,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",944014,140302,2013,3
"12257","25-44","S",2013-03-13,89605286,123,0,235,40.565054547,"M","PL 2200300",-74.184386926,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933020,145192,2013,3
"12258","18-24","S",2013-03-13,89605301,122,0,117,40.585998485,"F","PL 2200901",-74.151782805,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","F",942092,152805,2013,3
"12259","18-24","S",2013-03-13,89605293,122,0,235,40.557138632,"M","PL 2211001",-74.114732934,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",952369,142275,2013,3
"12260","25-44","S",2013-03-13,89609444,122,0,235,40.560290298,"M","PL 2200300",-74.165896932,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",938154,143446,2013,3
"12261","25-44","S",2013-03-13,89605290,120,0,235,40.614086564,"M","PL 2211001",-74.072459084,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",964133,163010,2013,3
"12262","25-44","S",2013-03-13,89605287,123,0,117,40.565054547,"F","PL 2203901",-74.184386926,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE","M",933020,145192,2013,3
"12263","25-44","S",2013-03-13,89605300,122,0,117,40.585998485,"F","PL 2200901",-74.151782805,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","F",942092,152805,2013,3
"12264","18-24","S",2013-03-13,89605292,122,0,235,40.557138632,"M","PL 2211001",-74.114732934,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",952369,142275,2013,3
"12265","25-44","S",2013-03-12,89585159,123,0,235,40.544937971,"M","PL 2200300",-74.177304344,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",934973,137859,2013,3
"12266","<18","S",2013-03-12,89585168,120,0,235,40.634563015,"M","PL 2214000",-74.126139586,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","HISPANIC","M",949240,170487,2013,3
"12267","25-44","S",2013-03-12,89585171,122,0,117,40.539474059,"F","PL 2201601",-74.149594013,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",942671,135854,2013,3
"12268","45-64","S",2013-03-12,89585163,120,0,117,40.637609478,"F","PL 2203901",-74.133654174,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",947156,171600,2013,3
"12269","25-44","S",2013-03-12,89585161,122,0,235,40.569289991,"M","PL 2211001",-74.117363371,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",951644,146703,2013,3
"12270","25-44","S",2013-03-12,89569360,120,0,235,40.624495336,"M","PL 2211001",-74.079963323,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962053,166804,2013,3
"12271","25-44","S",2013-03-12,89585160,122,0,235,40.553010781,"M","PL 2200300",-74.139242581,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",945556,140781,2013,3
"12272","25-44","S",2013-03-12,89585164,120,0,235,40.640751034,"M","PL 2200300",-74.086108333,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",960353,172728,2013,3
"12273","25-44","S",2013-03-12,89585152,122,0,235,40.568787198,"M","PL 2200300",-74.106607565,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",954632,146516,2013,3
"12274","25-44","S",2013-03-12,89585166,120,0,117,40.636046964,"F","PL 2203901",-74.131907192,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","HISPANIC","M",947640,171030,2013,3
"12275","25-44","S",2013-03-12,89585150,120,0,235,40.636032663,"M","PL 2211001",-74.134771549,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",946845,171026,2013,3
"12276","25-44","S",2013-03-12,89585155,122,0,235,40.568787198,"M","PL 2200300",-74.106607565,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",954632,146516,2013,3
"12277","25-44","S",2013-03-12,89585156,122,0,235,40.585998485,"M","PL 2200300",-74.151782805,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",942092,152805,2013,3
"12278","18-24","S",2013-03-12,89589617,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2013,3
"12279","25-44","S",2013-03-12,89585167,120,0,235,40.640754918,"M","PL 2200300",-74.076747088,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","F",962951,172727,2013,3
"12280","25-44","S",2013-03-12,89585162,123,1,235,40.544937971,"M","PL 2205002",-74.177304344,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","M",934973,137859,2013,3
"12281","25-44","S",2013-03-12,89585170,122,0,117,40.539474059,"F","PL 2201601",-74.149594013,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",942671,135854,2013,3
"12282","25-44","S",2013-03-12,89585172,122,0,117,40.539474059,"F","PL 2201601",-74.149594013,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",942671,135854,2013,3
"12283","18-24","S",2013-03-12,89585165,122,0,235,40.591108848,"M","PL 2200300",-74.187429347,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",932195,154686,2013,3
"12284","18-24","S",2013-03-11,89569359,123,0,235,40.54886391,"M","PL 2211001",-74.200167589,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",928622,139303,2013,3
"12285","18-24","S",2013-03-11,89569357,123,0,235,40.54886391,"M","PL 2211001",-74.200167589,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",928622,139303,2013,3
"12286","18-24","S",2013-03-10,89538539,122,0,235,40.606404746,"M","PL 2211001",-74.120479003,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",950797,160226,2013,3
"12287","<18","S",2013-03-10,89546747,120,0,235,40.644249985,"M","PL 2211001",-74.106547965,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",954682,174009,2013,3
"12288","18-24","S",2013-03-09,89538528,122,0,235,40.588130525,"M","PL 2214000",-74.166156916,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",938101,153589,2013,3
"12289","25-44","S",2013-03-09,89538534,120,0,117,40.636766283,"F","PL 2200906",-74.07743068,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",962760,171274,2013,3
"12290","<18","S",2013-03-09,89538529,122,0,235,40.588130525,"M","PL 2214000",-74.166156916,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",938101,153589,2013,3
"12291","18-24","S",2013-03-09,89538536,122,0,235,40.610566773,"M","PL 2200300",-74.177035653,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",935096,161769,2013,3
"12292","<18","S",2013-03-09,89538530,122,0,235,40.588130525,"M","PL 2211001",-74.166156916,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",938101,153589,2013,3
"12293","25-44","S",2013-03-09,89538516,122,0,235,40.610344742,"M","PL 2200300",-74.163878359,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","ASIAN/PAC.ISL","M",938749,161681,2013,3
"12294","<18","S",2013-03-08,89526965,120,0,235,40.63376142,"M","PL 2211001",-74.153336194,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",941691,170207,2013,3
"12295","18-24","S",2013-03-08,89526980,120,0,235,40.627726317,"M","PL 2211001",-74.170387624,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",936954,168017,2013,3
"12296","25-44","S",2013-03-08,89526976,120,0,235,40.607453471,"M","PL 2200300",-74.066116926,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965892,160592,2013,3
"12297","18-24","S",2013-03-08,89526972,120,0,117,40.610023188,"F","PL 2201801",-74.074151023,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","WHITE","F",963662,161530,2013,3
"12298","25-44","S",2013-03-08,89526977,120,0,235,40.607453471,"M","PL 2200300",-74.066116926,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965892,160592,2013,3
"12299","45-64","S",2013-03-08,89526971,120,0,235,40.609257707,"M","PL 2200300",-74.069241258,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965025,161250,2013,3
"12300","25-44","S",2013-03-08,89526943,122,0,235,40.595753238,"M","PL 2205002",-74.077912441,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","M",962613,156332,2013,3
"12301","18-24","S",2013-03-08,89526979,120,1,235,40.627726317,"M","PL 2211001",-74.170387624,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",936954,168017,2013,3
"12302","45-64","S",2013-03-08,89526973,120,0,117,40.610023188,"F","PL 2201801",-74.074151023,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","WHITE","M",963662,161530,2013,3
"12303","25-44","S",2013-03-08,89526970,120,0,235,40.609257707,"M","PL 2200300",-74.069241258,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",965025,161250,2013,3
"12304","25-44","S",2013-03-07,89507605,122,0,235,40.590754906,"M","PL 2200300",-74.192328718,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",930834,154560,2013,3
"12305","25-44","S",2013-03-07,89507597,120,0,235,40.614034216,"M","PL 2214000",-74.08478442,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",960711,162994,2013,3
"12306","45-64","S",2013-03-07,89507625,120,0,117,40.636854203,"F","PL 2200906",-74.088708303,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",959630,171309,2013,3
"12307","25-44","S",2013-03-07,89507611,120,0,235,40.622083775,"M","PL 2211001",-74.158338106,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",940295,165955,2013,3
"12308","25-44","S",2013-03-07,89507621,120,0,235,40.640667104,"M","PL 2200300",-74.131332599,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",947802,172713,2013,3
"12309","25-44","S",2013-03-07,89507617,123,0,235,40.544989623,"M","PL 2200300",-74.216055975,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",924203,137902,2013,3
"12310","18-24","S",2013-03-07,89507616,123,0,235,40.544989623,"M","PL 2200300",-74.216055975,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",924203,137902,2013,3
"12311","25-44","S",2013-03-07,89507618,123,0,117,40.544989623,"F","PL 2201601",-74.216055975,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",924203,137902,2013,3
"12312","25-44","S",2013-03-07,89507620,120,0,235,40.630181038,"M","PL 2200300",-74.108579033,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","F",954112,168884,2013,3
"12313","25-44","S",2013-03-07,89507598,120,0,235,40.614782068,"M","PL 2211001",-74.083049279,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961193,163266,2013,3
"12314","18-24","S",2013-03-07,89507609,120,0,235,40.622083775,"M","PL 2211001",-74.158338106,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",940295,165955,2013,3
"12315","25-44","S",2013-03-07,89526957,120,0,117,40.630181038,"F","PL 2201601",-74.108579033,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",954112,168884,2013,3
"12316","25-44","S",2013-03-06,89487530,120,0,235,40.643222547,"M","PL 2211001",-74.098298173,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",956971,173632,2013,3
"12317","18-24","S",2013-03-06,89487527,123,0,235,40.565054547,"M","PL 2211001",-74.184386926,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",933020,145192,2013,3
"12318","45-64","S",2013-03-06,89487491,120,0,235,40.645022746,"M","PL 2200300",-74.077216847,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962822,174282,2013,3
"12319","18-24","S",2013-03-06,89487525,123,0,235,40.565054547,"M","PL 2211500",-74.184386926,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",933020,145192,2013,3
"12320","18-24","S",2013-03-06,89487524,123,0,235,40.552406586,"M","PL 2211001",-74.191016434,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",931168,140588,2013,3
"12321","18-24","S",2013-03-06,89487522,120,0,235,40.634169553,"M","PL 2211001",-74.121937862,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",950406,170342,2013,3
"12322","45-64","S",2013-03-06,89487492,120,0,235,40.645022746,"M","PL 2200300",-74.077216847,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",962822,174282,2013,3
"12323","25-44","S",2013-03-06,89487531,122,0,235,40.608919513,"M","PL 2200300",-74.158490561,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","ASIAN/PAC.ISL","M",940244,161159,2013,3
"12324","25-44","S",2013-03-06,89487528,122,0,117,40.608919513,"F","PL 2201602",-74.158490561,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",940244,161159,2013,3
"12325","25-44","S",2013-03-06,89487529,120,1,235,40.643222547,"M","PL 2211001",-74.098298173,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",956971,173632,2013,3
"12326","25-44","S",2013-03-06,89472292,120,0,235,40.628355436,"M","PL 2200300",-74.078624185,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",962426,168210,2013,3
"12327","25-44","S",2013-03-06,89487517,120,0,117,40.610866382,"F","PL 2202101",-74.088868257,"DANGEROUS DRUGS",500,"CONTROLLED SUBSTANCE,POSSESS 1","BLACK","M",959576,161841,2013,3
"12328","18-24","S",2013-03-06,89487494,120,0,235,40.645022746,"M","PL 2200300",-74.077216847,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962822,174282,2013,3
"12329","45-64","S",2013-03-05,89467961,122,0,117,40.556469075,"F","PL 2204101",-74.13938294,"DANGEROUS DRUGS",514,"CONTROLLED SUBSTANCE,SALE 2","WHITE","F",945519,142041,2013,3
"12330","18-24","S",2013-03-05,89467973,122,0,235,40.614288836,"M","PL 2200300",-74.164006903,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",938716,163118,2013,3
"12331","25-44","S",2013-03-05,89467975,122,1,235,40.614288836,"M","PL 2200300",-74.164006903,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",938716,163118,2013,3
"12332","18-24","S",2013-03-05,89467988,122,0,235,40.58671859,"M","PL 2211001",-74.153123768,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",941720,153068,2013,3
"12333","25-44","S",2013-03-05,89467956,120,0,235,40.628929855,"M","PL 2211001",-74.161877709,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",939317,168451,2013,3
"12334","18-24","S",2013-03-05,89467982,123,0,235,40.55294012,"M","PL 2200300",-74.180182806,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",934179,140776,2013,3
"12335","45-64","S",2013-03-05,89467972,120,0,235,40.642043144,"M","PL 2211001",-74.075354084,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",963338,173196,2013,3
"12336","25-44","S",2013-03-05,89487498,120,0,235,40.645022746,"M","PL 2205003",-74.077216847,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",962822,174282,2013,3
"12337","18-24","S",2013-03-05,89467968,120,0,235,40.621754493,"M","PL 2200300",-74.119670992,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",951029,165818,2013,3
"12338","45-64","S",2013-03-05,89467974,122,0,235,40.574140128,"M","PL 2211001",-74.106007765,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",954801,148466,2013,3
"12339","25-44","S",2013-03-05,89467976,122,0,235,40.573217782,"M","PL 2200300",-74.120048382,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",950900,148135,2013,3
"12340","25-44","S",2013-03-05,89467984,123,0,235,40.551966255,"M","PL 2200300",-74.212012259,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",925333,140441,2013,3
"12341","25-44","S",2013-03-05,89467986,120,0,235,40.636369999,"M","PL 2200300",-74.11750657,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",951637,171142,2013,3
"12342","45-64","S",2013-03-05,89467957,120,0,235,40.628929855,"M","PL 2211001",-74.161877709,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",939317,168451,2013,3
"12343","45-64","S",2013-03-05,89467971,120,0,235,40.63430858,"M","PL 2200300",-74.120241147,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",950877,170392,2013,3
"12344","25-44","S",2013-03-05,89467952,120,0,235,40.637704209,"M","PL 2200300",-74.137120536,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946194,171636,2013,3
"12345","18-24","S",2013-03-05,89467983,123,0,235,40.553293795,"M","PL 2200300",-74.212527465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",925191,140925,2013,3
"12346","18-24","S",2013-03-05,89467977,123,0,235,40.551966255,"M","PL 2200300",-74.212012259,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",925333,140441,2013,3
"12347","25-44","S",2013-03-05,89467978,122,0,235,40.570660972,"M","PL 2211001",-74.116062771,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",952006,147202,2013,3
"12348","25-44","S",2013-03-05,89467979,122,0,235,40.564545141,"M","PL 2200300",-74.131701221,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947658,144980,2013,3
"12349","<18","S",2013-03-05,89467981,122,0,235,40.574140128,"M","PL 2211001",-74.106007765,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",954801,148466,2013,3
"12350","25-44","S",2013-03-04,89448592,120,0,117,40.62461087,"F","PL 2201601",-74.079599621,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962154,166846,2013,3
"12351","18-24","S",2013-03-04,89448590,120,0,235,40.63430858,"M","PL 2211001",-74.120241147,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",950877,170392,2013,3
"12352","25-44","S",2013-03-04,89448589,122,0,235,40.550952449,"M","PL 2211001",-74.1367266,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",946254,140030,2013,3
"12353","18-24","S",2013-03-04,89448581,122,0,235,40.574140128,"M","PL 2211001",-74.106007765,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",954801,148466,2013,3
"12354","18-24","S",2013-03-04,89448577,120,0,235,40.620438955,"M","PL 2200300",-74.070956677,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","F",964552,165324,2013,3
"12355","18-24","S",2013-03-04,89448578,120,0,235,40.620438955,"M","PL 2200300",-74.070956677,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",964552,165324,2013,3
"12356","25-44","S",2013-03-04,89467939,120,0,235,40.632397928,"M","PL 2211001",-74.160880938,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",939596,169714,2013,3
"12357","18-24","S",2013-03-04,89448591,120,0,117,40.62461087,"F","PL 2201604",-74.079599621,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",962154,166846,2013,3
"12358","25-44","S",2013-03-03,89425570,120,0,117,40.64173826,"F","PL 2201601",-74.075678037,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",963248,173085,2013,3
"12359","18-24","S",2013-03-03,89425567,120,0,235,40.644752079,"M","PL 2211001",-74.087241382,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",960040,174186,2013,3
"12360","25-44","S",2013-03-02,89416450,122,0,235,40.6094371,"M","PL 2200300",-74.165176298,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",938388,161351,2013,3
"12361","25-44","S",2013-03-02,89416456,122,0,235,40.560641089,"M","PL 2211001",-74.132510482,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",947431,143558,2013,3
"12362","18-24","S",2013-03-02,89416451,120,0,235,40.635554771,"M","PL 2214000",-74.137343107,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",946131,170853,2013,3
"12363","25-44","S",2013-03-02,89416448,122,0,235,40.6094371,"M","PL 2200300",-74.165176298,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",938388,161351,2013,3
"12364","25-44","S",2013-03-02,89416454,122,0,235,40.560197209,"M","PL 2211001",-74.131833007,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",947619,143396,2013,3
"12365","25-44","S",2013-03-02,89416458,120,0,117,40.617303617,"F","PL 2201805",-74.080480597,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","BLACK","M",961907,164184,2013,3
