PDCODE_VALUE,LAW_NYS,CATEGORY,LIT_LONG,LIT_SHORT
848,MD 067            ,M,UNLAW OCCUPY CLAS A/B DWELLING,GEN PROVIS VIOL
848,MD 075            ,M,VIOL RE  WATR SUPPLY          ,GEN PROVIS VIOL
848,MD 076            ,M,VIOL RE BATH ACCOMMODATNS     ,GEN PROVIS VIOL
848,MD 077            ,M,APART BLDG W/O PLUMB DRAINAGE ,GEN PROVIS VIOL
848,MD 078            ,M,VIOL RE  REPAIRS              ,GEN PROVIS VIOL
848,MD 079            ,M,FAIL MAINTAIN MINIMUM TEMP    ,GEN PROVIS VIOL
848,MD 082            ,M,VIOL RE  PRIVACE              ,GEN PROVIS VIOL
848,MD 101            ,M,ALTER MULT DWELL W/O FIREPROOF,NON FIREPROF MD
848,MD 102            ,M,INADEQUTE FIRE STAIRS         ,NON FIREPROF MD
848,MD 103            ,M,INADEQUTE EGRESS FROM APARTMNT,NON FIREPROF MD
848,MD 104            ,M,VIOL RE  BULKHEADS            ,NON FIREPROF MD
848,MD 105            ,M,IMP SEPARATION/VENTILA STAIRS ,NON FIREPROF MD
848,MD 106            ,M,VIOL RE  CELLAR/BASEMT STAIRS ,NON FIREPROF MD
848,MD 107            ,M,VIOL RE  PUBLIC HALLS         ,PUBLC HALLS VIO
848,MD 108            ,M,UNLAW PARTITION CONSTRUCTION  ,NON FIREPROF MD
848,MD 115            ,M,UNLAW INTER WATR CLOS BATHRM  ,NON FIREPROF MD
848,MD 116            ,M,VIOL RE CLASB DWELNG WATRCLSET,NON FIREPROF MD
848,MD 117            ,M,VIOL RE EMPLOYEE WATR CLOSET  ,NON FIREPROF MD
848,MD 142            ,M,VIOL RE NONFIRE PROOF SUB CURB,NON FIREPROF MD
848,MD 143            ,M,VIOL RE CNSTRUCTN FIRST FLOOR ,CNSTRUCTN VIOL 
848,MD 144            ,M,VIOL RE NON FIRPROOF EGRESS   ,NON FIREPROF MD
848,MD 145            ,M,VIOL RE  FIRE ESCAPE          ,NON FIREPROF MD
848,MD 146            ,M,VIOL RE EGRESS FROM N FRP APT ,NON FIREPROF MD
848,MD 147            ,M,VIOL RE NON FIREPROOF BULKHED ,NON FIREPROF MD
848,MD 148            ,M,VIOL RE NON FIR PROOF STAIRS  ,NON FIREPROF MD
848,MD 149            ,M,VIOL RE NON FIREPROOF HALLS   ,NON FIREPROF MD
848,MD 150            ,M,VIOL RE N FRP BASEMT STAIRS   ,NON FIREPROF MD
848,MD 151            ,M,CLOSET UNDER PUBLIC STAIRS    ,NON FIREPROF MD
848,MD 152            ,M,VIOL RE FIRE STOPPING         ,NON FIREPROF MD
848,MD 160            ,M,INADEQUAT W/CLOSET CLASS B    ,CONVERTED DWELL
848,MD 162            ,M,VIOL RE  SINGLE OWNRSHIP      ,CONVERTED DWELL
848,MD 163            ,M,VIOL RE  CNSTRUCTN GARDN APT  ,CONVERTED DWELL
848,MD 171            ,M,UNLAW ALTERATN MULT DWELNG    ,CONVERTED DWELL
848,MD 172            ,M,VIOL RE YARDS/COURTS          ,CONVERTED DWELL
848,MD 173            ,M,VIOL RE WINDOWS IN ROOMS      ,CONVERTED DWELL
848,MD 174            ,M,VIOL RE  SIZE OF ROOMS        ,CONVERTED DWELL
848,MD 175            ,M,UNLAW ALCOVE                  ,CONVERTED DWELL
848,MD 176            ,M,UNLAW COOKING SPACES          ,CONVERTED DWELL
848,MD 177            ,M,IMPROP BASEMENT CELLAR ROOM   ,CONVERTED DWELL
848,MD 178            ,M,INADEQ VENTIL/LIGHT OF STAIRS ,CONVERTED DWELL
848,MD 179            ,M,VIOL RE  PRIVACY CLASS A DWELL,CONVERTED DWELL
848,MD 185            ,M,VIOL RE  N FRP CELLAR CEILNGS ,CONVERTED DWELL
848,MD 186            ,M,VIOL RE  N FRP EXTENSN ROOFS  ,CONVERTED DWELL
848,MD 187            ,M,VIOL RE  EGRESS FROM APT      ,CONVERTED DWELL
848,MD 188            ,M,VIOLATION RE BULKHEADS        ,CONVERTED DWELL
848,MD 189            ,M,VIOL RE  N FRP STAIR/PUB HALL ,CONVERTED DWELL
848,MD 190            ,M,VIOL RE  N FRP CELLAR STAIRS  ,CONVERTED DWELL
848,MD 191            ,M,VIOL RE  N FRP WAINSCOTNG     ,CONVERTED DWELL
848,MD 192            ,M,UNLAW CELLAR ENTRANCE         ,CONVERTED DWELL
848,MD 193            ,M,FRAME BLDNG ON LOT W/MULT DWEL,CONVERTED DWELL
848,MD 194            ,M,VIOL RE  SPRINKLER HEADS      ,CONVERTED DWELL
848,MD 200            ,M,VIOL RE  WATER CLOSETS ACCOM  ,CONVERTED DWELL
848,MD 211            ,M,VIOL RE  HEIGHT/BULK TENEMENT ,TENEMENTS      
848,MD 212            ,M,INADEQUATE YARD/COURT SPACE   ,TENEMENTS      
848,MD 213            ,M,INADEQUATE LIGHTNG/VENTIL     ,TENEMENTS      
848,MD 214            ,M,VIOL RE  SIZE OF ROOMS TNEMNT ,TENEMENTS      
848,MD 215            ,M,VIOL RE  ALCOVES TENEMENT     ,TENEMENTS      
848,MD 216            ,M,VIOL RE ROOMS IN BASEMT/CELLAR,TENEMENTS      
848,MD 217            ,M,VIOL RE  LIGHT/VENTIL PUB HALL,TENEMENTS      
848,MD 218            ,M,VIOL RE  N FRP TENEMENT       ,TENEMENTS      
848,MD 230            ,M,VIOL RE  CHIMNEY/FIREPLACES   ,TENEMENTS      
848,MD 231            ,M,INADEQUATE EGRESS FROM TENMENT,TENEMENTS      
848,MD 232            ,M,VIOL RE  TENMNT FIRE ESCAPE   ,TENEMENTS      
848,MD 233            ,M,VIOL RE  TENMNT BULKHEAD      ,TENEMENTS      
848,MD 234            ,M,VIOL RE  TENMNT STAIRS HALLS  ,TENEMENTS      
848,MD 235            ,M,VIOL RE  STAIRS N FRP TENMNT  ,TENEMENTS      
848,MD 236            ,M,VIOL RE  STAIRS FRP TENEMENT  ,TENEMENTS      
848,MD 237            ,M,VIOL RE  STAIR CONSTRUCTION   ,TENEMENTS      
848,MD 238            ,M,VIOL RE  TENMNT STAIRS/HALL   ,TENEMENTS      
848,MD 239            ,M,VIOL RE/TOWR FIR ESCAPE       ,TENEMENTS      
848,MD 240            ,M,UNFIRPROOF FIRST TIER BEAMS   ,TENEMENTS      
848,MD 241            ,M,VIOL RE/FIRE PARTITIONS       ,TENEMENTS      
848,MD 242            ,M,VIOL/N FRPF TNMNT CELLR STAIRS,TENEMENTS      
848,MD 243            ,M,UNLAW CELLR/BASEMT STAIRS     ,TENEMENTS      
848,MD 244            ,M,UNLAW CLOSET UNDER STAIRS     ,TENEMENTS      
848,MD 245            ,M,FAIL BUILD OUTSIDE CELLR ENTRN,TENEMENTS      
848,MD 248            ,M,VIOL RE/SINGL ROOM OCCUPANCY  ,TENEMENTS      
848,MD 250            ,M,UNLAW TENMNT WATR CLOSET      ,TENEMENTS      
848,MD 251            ,M,VIOL RE/BATH VENTILATION      ,TENEMENTS      
848,MD 252            ,M,VIOL RE/TENEMENT PRIVACY      ,TENEMENTS      
848,MD 300            ,M,CONSTRUCT/ALTER WITHOUT PERMIT,REQUIR/REMEDIES
848,MD 301            ,M,OCCUPANCY W/O COMPLNC CERTIF  ,REQUIR/REMEDIES
848,MD 305            ,M,VIOL RE/LOCAL LAWS/REGULATNS  ,REQUIR/REMEDIES
848,MD 329            ,M,FAIL DISPLAY INSPECTION CERT  ,REGISTRY/SERVCE
848,MHY29.25          ,M,UNLAW SALE ALCOHOL TO PATIENT ,SAL ALCO PATIEN
848,MHY79.41          ,M,GUARD MSUSE MENTALY ILL FUNDS ,MSUSE OF FUNDS 
848,MIL236            ,M,HINDR/OBSTRUCT ORGANZD MILITA ,HINDR DRG MILIT
848,MIL238            ,M,CONVERT/WEAR MILITARY PROPERTY,CONVRT MIL PROP
848,MIL238-C          ,M,UNLAW WEARING UNIFORMS        ,UNIFORM VIO    
848,MIL240            ,M,UNAUTH MIL PARADES/ORGANIZATNS,UNATH MIL PARAD
848,MIL251            ,M,DEPRIVNG MEMBR ORG MIL EMPLOYT,DEPRIVING EMPLY
848,MIL252            ,M,DISCRIM AGANST MEMBR ORGAN MIL,DISCR AGNST MIL
848,MIL309            ,M,VIOL RE/EVICTION/RESTRAINT    ,VIO EVICT/RESTR
848,MIL310            ,M,DETAIN PROP AFTER LEASE TERM  ,VIO LEASE TERM 
848,MIL311            ,M,VIOL RE/INSTALLMT PURCHASES   ,VIO PURCHASES  
848,MIL312            ,M,FORCLOSE MORTGAG DURNG MIL SER,UNLAW FORCLOSUR
848,NAV049-A    02B   ,M,OP VSL BAC.08 OF1%-1ST/2ND OFF,OP VESSEL INTOX
848,NPC               ,M,VIOL NOT-FOR-PROFIT COR U MISD,VIOL NPC U MISD
848,POL073            ,M,PROHIB BUS PROF ACTIVITIES    ,VIO BUS PROFITS
848,PPL252            ,M,FAIL TO DEL FOUND PROBERTY    ,VIO FOUND PROP 
848,PRL25.24    01A   ,M,OPER SNOMOB IMP ALCOHOL -PRIOR,DWAI-SNOWMOBILE
848,PRL25.24    01B   ,M,OPER SNOMOB .08 OF 1% ALCOHOL ,INTOX-SNOMOBILE
848,PRL25.24    01B   ,F,OPER SNOMOB .10 OF 1% ALCOHOL ,INTOX-SNOMOBILE
848,PRL25.24    01C   ,M,OPERATE SNOWMOBILE INTOXICATED,INTOX-SNOMOBILE
848,PRL25.24    01D   ,F,OPER SNOWMOBILE IMPAIRED -DRUG,DWAI DRG-SNOMOB
848,PRL25.24    03A   ,V,OPER SNOMOBILE WHILE SUSPENDED,OP SNOMOB -SUSP
848,PRL25.24    03B   ,M,OPER SNOMOB- SUSP & UNDER INFL,OP SNOMOB -SUSP
848,PRL25.24    05B   ,V,REFUSE BREATH TEST-SNOMOB OPER,BREATH TEST VIO
848,PRL27.03          ,M,ILL DSPO UNIF APP TICKET      ,APP TICKET VIO 
848,PSL               ,M,VIOL PUBLIC SERVICE LAW A MISD,VIOL PSL A MISD
848,RP 127            ,M,TRUSTEE W/FINAN INSTITUTION   ,TRUSTEE VIO    
848,RP 130-B          ,M,HIRE TRUSTEES EMPLOYE AS MGR  ,TRUSTEE VIO    
848,RP 130-C          ,M,TRUSTEE VOTE                  ,TRUSTEE VIO    
848,RP 130-D          ,M,UNAPPROVED FEE                ,UNAPPROVED FEE 
848,RP 237            ,V,LEASE TERM TENANT STAY CHILDRN,LEASE VIOL     
848,RP 239-B          ,M,UNAPP KEROSENE HEATRS         ,ILL KRSENE HTRS
848,RP 337-A          ,M,FAIL FILE VERIFIED STATMNT    ,SUBDIVD LND VIO
848,RP 337-B          ,M,ADVTSE W/O FILING STATMNT     ,SUBDIVD LND VIO
848,RP 338            ,M,MISREP DOS IN LAND SALE       ,SUBDIVD LND VIO
848,RP 339-B          ,M,FAIL ANS SUBPOENA/DISCLOSI INF,SBPNA/DSCLS VIO
848,RP 440-A          ,M,UNLIC RE BROKER/SAILSMAN      ,UNLC BRKR/SLSMN
848,RP 440-B          ,M,UNLIC RE BROKER/SLSMN PUTNAM  ,PUTNAM LIC VIO 
848,RP 441-A          ,M,REG RE LICENSE AND POCKET CARD,LIC/PKT CRD VIO
848,RP 441-C          ,M,REG RE REVOC/SUSP OF LICENSES ,REVOC/SUSP LIC 
848,RP 442            ,M,REBRKR SPLIT COMMISSION       ,SPLT COMMSN VIO
848,RP 442-A          ,M,SLSMN REC COMM FM UNAUTH PARTY,SLSMN CMPSN VIO
848,RP 442-B          ,M,FAIL RPT F/E SLSMN DISCHARGE  ,FAIL RPT DISCH 
848,RP 442-C          ,M,EMPLOY R/E SLSMN W/O LICENSE  ,EMP UNLIC SLSMN
848,RPW               ,M,VIOL RACING-WAGERING U MISD   ,VIOL RPW U MISD
848,RR 053-B          ,M,FAIL RING BELL/WHIST AT X ING ,VIO SIG XING   
848,RSS               ,M,VIOL RETIRMENT + SS A MISD    ,VIOL RSS A MISD
848,SCC               ,M,VIOL SECOND CLASS CITY A MISD ,VIOL SCC A MISD
848,SW 131-O    09A   ,M,WITHHOLDS RESIDENT'S ALLOWANCE,MISC VIOLATION 
848,SW 131-O    09B   ,M,COMMINGLES ALLOWANCE FUNDS    ,MISC VIOLATION 
848,SW 136            ,M,VIOL RE PUB WELFARE RECORDS   ,ASSISTANC/CARE 
848,SW 145            ,M,OBTAIN PUB ASSIST BY FRAUD    ,ASSISTNCE/CARE 
848,SW 145-B          ,M,USE FALS STMT TO OBTAIN PAYMNT,ASSISTANCE/CARE
848,SW 146            ,M,SALE/EXCHANG ASSISTNCE SUPPLY ,ASSISTNCE/CARE 
848,SW 147            ,F,"MISUSE FOOD STMP:VALUE>$50,000",MISUS FOOD STMP
848,SW 149            ,M,FAIL CNVEY NEED PRSN OUT STAT ,ASSISTNCE/CARE 
848,SW 350-A          ,M,MISUSE OF PROTECTIVE PAYMENTS ,MISUS PAYMENTS 
848,SW 366-B          ,M,OBTAIN ASSIST BY FRAUD        ,ASSISTANCE/CARE
848,SW 366-D    03    ,M,MED ASSIST PROVIDER/VIOL<$7500,MED ASSIT PRO  
848,SW 372            ,M,FAIL KEEP COMMITD CHILD RECRD ,CHILDREN VIO   
848,SW 374-A          ,M,VIOL RE PLACMT OF CHILDREN    ,CHILDREN VIO   
848,SW 374-B          ,M,UNAUTH AGENCY BOARDNG HOMES   ,CHILDREN VIO   
848,SW 374-D          ,M,FEE FOR CHILD PLACMT 1ST OFFN ,CHILD PL 1ST OF
848,SW 375            ,M,UNLAW BOARDNG CHILDREN        ,CHILDREN VIOL  
848,SW 380            ,M,FAIL KEEP BOARD HOME RECORD   ,CHILDREN VIOL  
848,SW 381            ,M,FAIL KEEP MATERNTY HOME RECORD,CHILDREN VIOL  
848,SW 382            ,M,BRING CHILD TO STAT FOR BOARD ,CHILDREN VIOL  
848,SW 390            ,M,UNLAW DAY NURSERY/CARE        ,CHILDREN VIOL  
848,SW 420            ,M,FAIL TO REPORT CHILD ABUSE    ,CHILD ABUSE    
848,SW 460-B          ,M,OPER RES CARE PROG W/O CERTIF ,CERTIFICATE VIO
848,SW 480            ,M,VIOL RE HIRED OUT CHILD       ,HIRE OUT CHILD 
848,TAX1806     C     ,M,FAIL TO OBEY NOTICE PER 674   ,INCOME TAX VIOL
848,TC 888.88   88    ,M,TRANSPORTATION CORP MISD      ,TRANS CORP MIS 
848,TL 00140          ,M,OPER VEH SUSP REGISTRATION    ,VIOL SAFE RULES
848,TL 00140    09    ,M,OPER VEH SUSP REGISTRATION    ,VIOL SAFE RULES
848,TL 014-F    02    ,V,TRANSPORT HAZARDOUS MATL 1ST  ,HAZ MAT VIOL   
848,TL 140      02    ,M,OPER M/V IN VIOL SAFETY RULES ,VIOL SAFE RULES
848,TL 140      2DII  ,I,OPER VEH IN VIOL SAFETY RULES ,SAFETY VIOL    
848,TL 140      2DVA  ,M,OPER VEH PLACED OUT-OF-SERVICE,SAFETY VIOL    
848,TL 140      2DVB  ,V,PERMIT OPER OUT-OF-SERVICE VEH,SAFETY VIOL    
848,TL 211            ,M,EXCESSIVE DRIVING HOURS       ,EXCESS HRS     
848,TL 212            ,M,LOG BOOK VIOLATIONS           ,LOG BOOK VIOL  
848,TWN               ,M,VIOL TOWN LAW A MISD          ,VIOL TWN A MISD
848,UN 08905-A        ,M,COMBATIVE SPORT ACT:1ST VIOL  ,COMB SPORT VIOL
848,VTL2257-A   05    ,M,VESSEL VIOL:DEALER            ,VESSEL REG VIOL
848,WC 0131     01    ,M,FAIL TO KEEP PAYROLL RECORDS  ,PAYROLL REC VIO
848,WC 0220     01    ,M,DISABILITY BENEFIT VIOLATION  ,DIS BEN VIOL   
848,WC 0220     03    ,M,DISABILITY BENEFIT FALSE STAT ,DIS BEN VIOL   
848,WC 50             ,M,EMPLOYR FAIL PROVIDE WORK COMP,WORKER COMP VIO
849,ACA25.11    01    ,V,RESALE WITHIN BUFFER ZONE     ,BUFFER ZONE VIO
849,ACA25.11    02    ,V,RESALE WITHIN BUFFER ZONE     ,BUFFER ZONE VIO
849,AM 109            ,V,OWNING/HARBORING UNLICEN DOG  ,UNLIC DOG      
849,AM 112            ,V,DOG AT LARGE W/O COLLAR/TAG   ,DOG/TAGS VIOL  
849,AM 119            ,V,VIOL OF DOG CONTROL PROCEDURES,VIOL DOG CONTRL
849,AM 169-A          ,V,SPRAYING FRUIT/CROPS W/POISON ,SPRAYING W/PSN 
849,AM 175-M          ,V,UNPERMITTED OFFER:BABY CHICKS ,BABY CHICKS VIO
849,AM 175-O          ,V,MISLABELED BABY CHICKS SALE   ,BABY CHICKS VIO
849,AM 175-P          ,V,UNREPORTED SALE BABY CHICKS   ,BABY CHICKS VIO
849,AM 351      5B    ,V,SPECTATOR/PRESENT ANIMAL FIGHT,ANIMAL FIGHTING
849,BL 0674           ,V,OFFICR KNOW OF VIOLATION      ,BK OFF KNOW VIO
849,CPL130.50         ,V,SUMM  FAIL APPEAR             ,SUMM FAIL APEAR
849,CR 44-A           ,V,VIOL RE  CIVL/PUBLC RIGHTS    ,VIO CIVIL RGTS 
849,CR 53             ,V,FAILURE FILE STATEMENTS/DOCMNT,FAIL FILE STMNT
849,CR 54             ,V,FAILURE FILE RESOLUTIONS      ,FAIL FILE RSLTN
849,CR 55             ,V,ANON COMMUNICATION PROHIBITED ,ANON COMM PRHBT
849,ECL09-0303        ,V,VIOL ST LANDS RESTR           ,LND/FOREST VIO 
849,ECL09-0305        ,V,UNLAW SGNS ADIR CATSK PKS     ,LND/FOREST VIO 
849,ECL09-0501        ,V,UNLAW COMP FOR SERV           ,LND/FOREST VIO 
849,ECL09-0505        ,V,FOREST PROD SALE VIOL         ,LND/FOREST VIO 
849,ECL09-1101        ,V,VIOL GOV FIRE HAZ PROC        ,LND/FOREST VIO 
849,ECL09-1113        ,V,FAIL TOP LOP TREES            ,LND/FOREST VIO 
849,ECL09-1115        ,V,FAIL MAINTAIN RR PATROL       ,LND/FOREST VIO 
849,ECL09-1117        ,V,DANGEROUS RR COND             ,LND/FOREST VIO 
849,ECL09-1119        ,V,NO FIRE PROT DEV ON LOCATION  ,LND/FOREST VIO 
849,ECL09-1501        ,V,UNLAW REMOVE PROTECTED PLANTS ,LND/FOREST VIO 
849,ECL11-0503        ,V,POLLUTING OF STREAMS          ,WATR POLLTN VIO
849,ECL11-0505        ,V,INTERF WITH FISH/WILDLIFE     ,FISH/WLDLFE VIO
849,ECL11-0507        ,V,LIB FISH/WILDLFE-VIOL         ,ILL LIB FSH/GM 
849,ECL11-0511        ,V,ILL POSS/TRANS LIVE ANIMAL    ,LIV WLD ANM VIO
849,ECL11-0533        ,V,UNLICENSED GUIDE              ,UNLIC GUIDE    
849,ECL11-0535        ,V,POSSN/SALE ENDANGRD SPECIES   ,ENDANG SPEC VIO
849,ECL11-0536  01    ,V,SALE WILD ANIMAL:VAL UNDR $250,SALE WILD ANIML
849,ECL11-0703        ,V,ALTER/TRANSFER OF LICENSE     ,LIC VIOL       
849,ECL11-0705        ,V,FAIL TO CARRY LIC OR STAMP    ,LIC/STAMP VIO  
849,ECL11-1101        ,V,ILL TRAP POSS SNRE WILD BIRD  ,TRAPPING VIO   
849,ECL11-1301  01    ,V,ILLEGAL FISHING               ,ILLEGAL FISHING
849,ECL11-1301  01A   ,V,TAKE FISH BY OTHER THN ANGLING,ILLEGAL FISHING
849,ECL11-1301  01B   ,V,TAKE FISH OUT OF SEASON       ,ILLEGAL FISHING
849,ECL11-1301  02    ,V,TAKE FISH IN EXCESS OF LIMIT  ,ILLEGAL FISHING
849,ECL11-1301  03    ,V,TAKE FISH CONTRARY TO DEC REGS,ILLEGAL FISHING
849,ECL11-1305        ,V,TAKE FISH OUT SEAS/EXECD LMIT ,TRAPPING VIO   
849,ECL11-1317        ,V,VIOL RE AQUATIC INSECTS       ,FISHING VIO    
849,ECL11-1321        ,V,PROHIB TAKING FISH            ,FISHING VIO    
849,ECL11-1703        ,V,IMPORT/SELL FISH W/O LIC      ,SEL FSH S/O LIC
849,ECL11-1705        ,V,IMPORT/SELL/POSS WILDLIF ILGLY,IMPRT W/O LIC  
849,ECL11-1721        ,V,COUNTERFEIT SEAL/TAG          ,COUNTERFEIT TAG
849,ECL11-1725        ,V,SHIP FISH/GME NOT LAWFL FOR SL,SHP FSH/GAM ILL
849,ECL11-1733        ,V,TAXIDERMY W/O LICENSE         ,ILL TAXIDERMY  
849,ECL11-1901        ,V,BREED DOM GME BDS W/O LICENSE ,BREEDING VIO   
849,ECL11-1909        ,V,VIOL CONC TROUT/BASS HATCHRY  ,HATCHERY VIO   
849,ECL11-1913        ,V,TAG VIOL FISHING PRESERVES    ,FSH PRESRVS VIO
849,ECL11-2113        ,V,VIOL PROHIB POSTED LANDS      ,POSTED LND VIO 
849,ECL11-2115        ,V,FAIL TO LEAVE POSTED LANDS    ,POSTED LND VIO 
849,ECL11-2117        ,V,HUNTERS FISHMEN DAMGE PROP    ,TRESPASSING    
849,ECL13-0323        ,V,PROHIB ACTS OYSTERS           ,SHELLFISH VIO  
849,ECL13-0325        ,V,PROHIB ACTS CLAMS             ,SHELLFISH VIO  
849,ECL13-0327        ,V,PROHIB ACTS SCALLOPS          ,SHELLFISH VIO  
849,ECL13-0331        ,V,PROHIB ACTS CRABS             ,SHELLFISH VIO  
849,ECL13-0339        ,V,VIOL SIZE LMTS/SALE MARIN FISH,MARINE FISH VIO
849,ECL13-0341        ,V,USING TRAWLS IN PROHIBITD AREA,MARIN FSHRY VIO
849,ECL13-0343        ,V,USE OF NETS IN RESTRICTD WATRS,MARINE NET VIOL
849,ECL13-0345        ,V,POLLUTION OF MARINE WATERS    ,WATR POLLTN VIO
849,ECL15-0313        ,V,UNLAW USE CHEM-CONTR AQUAVEG  ,WATER POLLUTION
849,ECL15-1525        ,V,DRILL WELL W/O REGIS CERT     ,WATR RESRCS VIO
849,ECL15-1745        ,V,PROHIB DIVERT WATER           ,WATR RESRCS VIO
849,ECL15-1747        ,V,FALSE ENTRY STATEMENT/REPORT  ,WATR RESRCS VIO
849,ECL15-1947        ,V,UNLAW INTERF W/DRAIN WORKS    ,INTRF DRAIN WRK
849,ECL15-2133        ,V,UNAUTH CHANGE RESEVOIR LEVELS ,DRAW RES WATER 
849,ECL15-2315        ,V,UNLAW INTERFERE W/IMPRVMT PROJ,UNL INTRF-IMPRV
849,ECL17-1711        ,V,POLL LAKE GEORGE              ,POLLUTION VIO  
849,ECL27-0305  12    ,V,TRAN REG MED WASTE W/O PERMIT ,MED WASTE VIOL 
849,ECL71-0707        ,V,OBST EMPLYE RE UNLAW SIGN     ,OBSTRUCTION VIO
849,ECL71-0907        ,V,REFUSE COMPLY W/CONSERV  ORDER,FL OBY CONS ORD
849,ECL71-0919        ,V,LIC VIOL FISH/WILDLIFE LAW    ,FISH/WILDLF VIO
849,ECL71-0923        ,V,HUNT/FISH/SHELLFISH VIOLATION ,HUNT/FISH VIOL 
849,ECL71-0924  01    ,V,ILL COMM PROB SPECIES < $250  ,ILL COMM < $250
849,ECL71-1933  3AI   ,M,VIOLATE ECL PERMIT-ARTICLE 17 ,VIOL ECL PERMIT
849,ECL71-1933  3AII  ,M,VIOLATE RULES - ECL ARTICLE 17,VIOL ECL PERMIT
849,ECL71-1933  3AIII ,M,VIOLATE RULES - ECL ARTICLE 17,VIOL ECL PERMIT
849,ECL71-1933  3AIV  ,M,VIOLATE LEGAL REQUIREMENTS    ,VIOLATION ECL  
849,ECL71-1933  3AV   ,M,VIOLATE ORDERS-ECL ARTICLE 17 ,VIOLATE ECL    
849,ENG               ,V,VIOL ENERGY LAW VIOL          ,VIOL ENG VIOL  
849,GB 014            ,V,PROCESSION /PARADE ON SUNDAY  ,SABATH BREAKING
849,GB 032            ,V,ILLEGAL PEDDLERS LIC TRANSFER ,PEDDLERS VIO   
849,GB 034            ,V,PEDDLER TRADING W/O LICENSE   ,PEDDLERS VIOL  
849,GB 116            ,V,REFUS REDEEM UNUSED PASAGE TIX,PASSAGE TICKETS
849,GB 142            ,V,UNLAW POSS/USE U N IDENT CARD ,NAME/SYMBOL VIO
849,GB 206-A          ,V,IMPROPER POSTING LODGING RATES,HOTELS VIOL    
849,GB 270            ,V,UNLAWFUL DETENTION MILK CANS  ,MILK CANS VIOL 
849,GB 302            ,V,IMPROPER PETROLEUM STORAGE    ,OIL DIST SPIRIT
849,GB 303            ,V,IMPROP  REFINED PETRO  STORAGE,OIL DIST SPIRIT
849,GB 304            ,V,UNAUTHORIZED ILLUMINATING OILS,OIL DIST SPIRIT
849,GB 308            ,V,RETAIL SALE: FLAMMABLE LIQUIDS,OIL DIST SPIRIT
849,GB 330            ,V,FAIL PUBLISH PUBLICATION OWNER,PUBLICATNS VIOL
849,GB 331            ,V,FAIL PUBLISH PUBLICATION OWNER,PUBLICATNS VIOL
849,GB 332            ,V,FALSE STATEMENT RE: PUBLISHER ,PUBLICATNS VIOL
849,GB 372-A          ,V,UNLAW DENY CREDIT             ,INTERST/USURY  
849,GB 597            ,V,REF RECPT FOR PERS PROPERTY   ,PROPRTY RECEIPT
849,GCO777.77   77    ,V,GENERAL CORPORATION VIOL      ,GEN CORP VIOL  
849,LOC000.00   0I    ,I,VIOL OF LOCAL LAW INFR        ,VIO LOC/LAW INF
849,LOC000.00   0V    ,V,VIOL OF LOCAL LAW VIOL        ,VIO LOC/LAW VIO
849,MD 029            ,V,VIOL RE  PAINTNG COURT        ,GEN PROVIS VIOL
849,MD 037            ,V,VIOL RE ARTIFIC HALL LIGHTING ,GEN PROVIS VIOL
849,MD 050-C          ,V,HINDER OP LOBBY ATTNDT        ,GEN PROVIS VIOL
849,MD 057            ,V,VIOL RE  BELLS/MAIL RECPTCLE  ,BELL/MAILBX VIO
849,MD 062            ,V,VIOL RE PARAPETS/RAILNG       ,GEN PROVIS VIOL
849,MD 080            ,V,FAIL MAINTAIN CLEAN APART BLDG,GEN PROVIS VIOL
849,MD 081            ,V,FAIL PROVIDE WASTE RECEPTACLES,GEN PROVIS VIOL
849,MD 083            ,V,FAIL PROVIDE JANITR/HOUSKEEPER,GEN PROVIS VIOL
849,MD 325            ,V,FAIL FILE OWNR/AGENT/LESSEE   ,REGISTRY/SERVCE
849,PHL0229           ,V,VIOLATING STATE SANITARY CODE ,SANITRY CDE VIO
849,PHL1341           ,V,MAINTAING UNSAFE BATHING PLACE,BATHING EST VIO
849,PHL2145           ,V,KEEPING UNVACCINATED DOG      ,RABIES VIO     
849,PHL2221           ,V,UNAUTH OPENING T B  RECORDS   ,TB CNTRL VIO   
849,PHL2222           ,V,DOCTOR IGNORING T B PRECAUTNS ,TB CNTRL VIO   
849,PHL2223           ,V,CARELESS TUBERCULAR PATIENT   ,TB CNTRL VIO   
849,PHL2224           ,V,FALSE T B  REPORT             ,TB CNTRL VIO   
849,PHL2225           ,V,DR NOT REPTNG T B  RECOVERY   ,TB CNTRL VIO   
849,PHL2226           ,V,T B  REMOVAL: HLTH OFC REPORT ,TB CNTRL VIO   
849,PHL3345           ,V,CONTR SUBS IN NON ORIG CONTNR ,CONT SUB VIO   
849,PHL3420           ,V,FUNERAL DIRECTNG W/O LICENSE  ,FUNRL DIR VIO  
849,PHL3424           ,V,FUNERAL SCHOOL NOT REPORTING  ,FUNRL DIR VIO  
849,PHL3428           ,V,FUNERAL DIRECTOR NOT REGISTRNG,FUNRL DIR VIO  
849,PHL3440           ,V,NOT USING FUNERAL DEATH TEST  ,FUNRL DIR VIO  
849,PHL3440-A         ,V,NOT REPORTING FUNERAL CHARGES ,FUNRL DIR VIO  
849,PHL3441           ,V,OPER FUNERAL ESTAB W/O LICENSE,FUNRL DIR VIO  
849,PHL3442           ,V,NONDSPLAY FUNERAL EST LIC /REG,FUNRL DIR VIO  
