,X,age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,Marijuana,Sale,Intent,School
10265,10265,25-44,S,11/21/13,93698806,122,0,235,40.56343633,M,PL 2211001,-74.11081715,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,F,953460,144568,2013,11,1,0,0,0
10266,10266,25-44,S,11/21/13,93683147,123,0,235,40.54159004,M,PL 2200300,-74.19219442,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,930832,136648,2013,11,0,0,0,0
10267,10267,18-24,S,11/21/13,93698793,121,0,117,40.58612606,F,PL 2212000,-74.15491536,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",WHITE,M,941222,152853,2013,11,1,0,0,0
10268,10268,25-44,S,11/21/13,93695289,120,0,235,40.64472094,M,PL 2211001,-74.07703272,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,962873,174172,2013,11,1,0,0,0
10269,10269,18-24,S,11/21/13,93695290,120,0,117,40.64502275,F,PL 2203901,-74.07721685,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK,M,962822,174282,2013,11,0,1,0,0
10270,10270,25-44,S,11/21/13,93698807,122,0,235,40.56343633,M,PL 2200300,-74.11081715,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953460,144568,2013,11,0,0,0,0
10271,10271,25-44,S,11/20/13,93680960,120,0,235,40.6390923,M,PL 2200300,-74.07566062,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963252,172121,2013,11,0,0,0,0
10272,10272,25-44,S,11/20/13,93680959,122,0,117,40.57281739,F,PL 2203901,-74.09636957,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,957478,147981,2013,11,0,1,0,0
10273,10273,25-44,S,11/20/13,93680957,121,0,117,40.58161732,F,PL 2201601,-74.15621893,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,940857,151211,2013,11,0,0,1,0
10274,10274,25-44,S,11/20/13,93680958,122,0,117,40.57281739,F,PL 2203901,-74.09636957,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,F,957478,147981,2013,11,0,1,0,0
10275,10275,25-44,S,11/20/13,93680956,121,0,235,40.58161732,M,PL 2200300,-74.15621893,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,940857,151211,2013,11,0,0,0,0
10276,10276,18-24,S,11/19/13,93661423,122,0,117,40.56959318,F,PL 2200601,-74.11056461,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE,M,953533,146811,2013,11,0,0,1,0
10277,10277,25-44,S,11/19/13,93661422,123,0,235,40.52464858,M,PL 2200300,-74.20046557,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,928519,130481,2013,11,0,0,0,0
10278,10278,45-64,S,11/19/13,93661430,122,0,235,40.57487666,M,PL 2205002,-74.09221489,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,958633,148730,2013,11,0,0,1,0
10279,10279,45-64,S,11/19/13,93661427,120,0,117,40.63780411,F,PL 2203901,-74.0769851,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK,M,962884,171652,2013,11,0,1,0,0
10280,10280,25-44,S,11/19/13,93661424,123,0,235,40.55774274,M,PL 2200300,-74.18069599,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,934040,142526,2013,11,0,0,0,0
10281,10281,45-64,S,11/19/13,93661419,121,0,117,40.62322682,F,PL 2201601,-74.14922697,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,942825,166367,2013,11,0,0,1,0
10282,10282,25-44,S,11/19/13,93661428,120,0,235,40.63827774,M,PL 2214000,-74.07879081,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,962383,171825,2013,11,1,1,0,0
10283,10283,<18,S,11/18/13,93641639,121,0,235,40.63546201,M,PL 2211001,-74.16023979,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,939776,170830,2013,11,1,0,0,0
10284,10284,25-44,S,11/18/13,93638311,121,0,117,40.63546201,F,PL 2203901,-74.16023979,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK,F,939776,170830,2013,11,0,1,0,0
10285,10285,18-24,S,11/17/13,93616577,123,0,235,40.56152222,M,PL 2211001,-74.17183831,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,936504,143898,2013,11,1,0,0,0
10286,10286,25-44,S,11/17/13,93623215,121,0,235,40.63743261,M,PL 2211001,-74.13232068,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,947526,171535,2013,11,1,0,0,0
10287,10287,45-64,S,11/17/13,93616574,120,0,235,40.6235958,M,PL 2200300,-74.08277206,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961273,166477,2013,11,0,0,0,0
10288,10288,25-44,S,11/17/13,93620654,121,0,235,40.63022005,M,PL 2211001,-74.16177636,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,939346,168921,2013,11,1,0,0,0
10289,10289,18-24,S,11/17/13,93616575,123,0,235,40.56152222,M,PL 2211001,-74.17183831,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,936504,143898,2013,11,1,0,0,0
10290,10290,25-44,S,11/16/13,93607226,120,0,235,40.63396344,M,PL 2211001,-74.08575009,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960450,170255,2013,11,1,0,0,0
10291,10291,45-64,S,11/16/13,93613761,122,0,117,40.59560861,F,PL 2203901,-74.06312372,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",WHITE,M,966720,156276,2013,11,0,1,0,0
10292,10292,25-44,S,11/16/13,93613766,123,0,235,40.55053768,M,PL 2200300,-74.19571779,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,929860,139910,2013,11,0,0,0,0
10293,10293,25-44,S,11/16/13,93607224,123,0,235,40.55998034,M,PL 2200300,-74.18032776,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,934144,143341,2013,11,0,0,0,0
10294,10294,18-24,S,11/16/13,93607223,121,0,235,40.63480757,M,PL 2200300,-74.13555451,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,946627,170580,2013,11,0,0,0,0
10295,10295,25-44,S,11/16/13,93613768,123,0,235,40.55493018,M,PL 2211001,-74.19363266,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,930443,141509,2013,11,1,0,0,0
10296,10296,25-44,S,11/16/13,93607227,120,0,235,40.63396344,M,PL 2211001,-74.08575009,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960450,170255,2013,11,1,0,0,0
10297,10297,25-44,S,11/16/13,93613760,122,0,235,40.59560861,M,PL 2200300,-74.06312372,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,966720,156276,2013,11,0,0,0,0
10298,10298,18-24,S,11/15/13,93602515,122,0,235,40.57795327,M,PL 2200300,-74.10231676,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,955828,149854,2013,11,0,0,0,0
10299,10299,18-24,S,11/15/13,93602516,120,0,235,40.63681897,M,PL 2211001,-74.11865313,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951319,171306,2013,11,1,0,0,0
10300,10300,45-64,S,11/15/13,93599410,121,0,235,40.63685091,M,PL 2200300,-74.13912928,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,945636,171326,2013,11,0,0,0,0
10301,10301,45-64,S,11/15/13,93599399,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940176,171151,2013,11,0,0,1,0
10302,10302,18-24,S,11/15/13,93599402,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940176,171151,2013,11,0,0,1,0
10303,10303,18-24,S,11/15/13,93599406,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940176,171151,2013,11,0,0,1,0
10304,10304,18-24,S,11/15/13,93599409,121,0,117,40.63685091,F,PL 2201601,-74.13912928,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK HISPANIC,M,945636,171326,2013,11,0,0,1,0
10305,10305,25-44,S,11/15/13,93599407,121,0,117,40.63685091,F,PL 2201601,-74.13912928,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,F,945636,171326,2013,11,0,0,1,0
10306,10306,18-24,S,11/15/13,93586129,121,0,235,40.6006855,M,PL 2211001,-74.17702746,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK HISPANIC,M,935091,158169,2013,11,1,0,0,0
10307,10307,25-44,S,11/15/13,93595154,120,0,235,40.63730028,M,PL 2200300,-74.11499687,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,952334,171480,2013,11,0,0,0,0
10308,10308,45-64,S,11/15/13,93599405,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940176,171151,2013,11,0,0,1,0
10309,10309,25-44,S,11/15/13,93599404,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,940176,171151,2013,11,0,0,1,0
10310,10310,18-24,S,11/15/13,93599403,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,940176,171151,2013,11,0,0,1,0
10311,10311,25-44,S,11/15/13,93599400,121,0,117,40.63634509,F,PL 2201601,-74.1588007,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,940176,171151,2013,11,0,0,1,0
10312,10312,25-44,S,11/15/13,93599414,121,0,235,40.63736342,M,PL 2211001,-74.14852356,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,943029,171517,2013,11,1,0,0,0
10313,10313,25-44,S,11/14/13,93580963,121,0,235,40.63761419,M,PL 2214000,-74.13894351,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,945688,171604,2013,11,1,1,0,0
10314,10314,25-44,S,11/14/13,93584507,120,0,235,40.64472094,M,PL 2211001,-74.07703272,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,962873,174172,2013,11,1,0,0,0
10315,10315,25-44,S,11/14/13,93574731,120,0,235,40.61261363,M,PL 2200300,-74.08312222,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,961172,162476,2013,11,0,0,0,0
10316,10316,65+,S,11/14/13,93574730,120,0,117,40.61261363,F,PL 2201601,-74.08312222,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,961172,162476,2013,11,0,0,1,0
10317,10317,25-44,S,11/14/13,93574729,120,0,117,40.61261363,F,PL 2201601,-74.08312222,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961172,162476,2013,11,0,0,1,0
10318,10318,25-44,S,11/14/13,93580961,121,0,235,40.63761419,M,PL 2211001,-74.13894351,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,945688,171604,2013,11,1,0,0,0
10319,10319,18-24,S,11/14/13,93574727,121,0,235,40.58599849,M,PL 2200300,-74.15178281,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,942092,152805,2013,11,0,0,0,0
10320,10320,25-44,S,11/14/13,93580955,122,0,235,40.54662102,M,PL 2200300,-74.15818808,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,940287,138462,2013,11,0,0,0,0
10321,10321,25-44,S,11/14/13,93580959,120,0,235,40.6359439,M,PL 2205002,-74.07584801,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,963199,170974,2013,11,0,0,1,0
10322,10322,18-24,S,11/13/13,93565064,123,0,235,40.51203825,M,PL 2214000,-74.24975495,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,914803,125922,2013,11,1,1,0,0
10323,10323,25-44,S,11/13/13,93565060,123,0,235,40.51203825,M,PL 2211001,-74.24975495,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,914803,125922,2013,11,1,0,0,0
10324,10324,18-24,S,11/13/13,93565078,121,0,235,40.6287965,M,PL 2211001,-74.15710032,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,F,940643,168400,2013,11,1,0,0,0
10325,10325,25-44,S,11/13/13,93561398,122,0,235,40.55993791,M,PL 2200300,-74.10955174,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953810,143293,2013,11,0,0,0,0
10326,10326,18-24,S,11/13/13,93561384,123,0,117,40.53105364,F,PL 2200603,-74.20280507,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,F,927874,132816,2013,11,0,0,0,0
10327,10327,25-44,S,11/13/13,93565077,121,0,235,40.6287965,M,PL 2211001,-74.15710032,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,940643,168400,2013,11,1,0,0,0
10328,10328,25-44,S,11/13/13,93565073,120,0,117,40.64006364,F,PL 2200601,-74.08016935,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE HISPANIC,M,962001,172476,2013,11,0,0,1,0
10329,10329,18-24,S,11/13/13,93565070,122,0,235,40.55969749,M,PL 2214000,-74.16960591,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,937123,143232,2013,11,1,1,0,0
10330,10330,25-44,S,11/13/13,93565066,120,0,235,40.6390923,M,PL 2200300,-74.07566062,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,963252,172121,2013,11,0,0,0,0
10331,10331,25-44,S,11/13/13,93561385,121,0,235,40.63729906,M,PL 2200300,-74.13387334,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,947095,171487,2013,11,0,0,0,0
10332,10332,45-64,S,11/12/13,93545071,123,0,235,40.50198559,M,PL 2211001,-74.24259056,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,916785,122254,2013,11,1,0,0,0
10333,10333,18-24,S,11/12/13,93540936,122,0,235,40.56343633,M,PL 2200300,-74.11081715,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953460,144568,2013,11,0,0,0,0
10334,10334,25-44,S,11/12/13,93534517,123,0,235,40.52421995,M,PL 2200300,-74.21290623,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,925060,130333,2013,11,0,0,0,0
10335,10335,25-44,S,11/11/13,93527539,120,0,117,40.63725264,F,PL 2201601,-74.07664578,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962978,171451,2013,11,0,0,1,0
10336,10336,25-44,S,11/11/13,93527536,120,0,235,40.6146244,M,PL 2214000,-74.08471673,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,960730,163209,2013,11,1,1,0,0
10337,10337,18-24,S,11/11/13,93527534,121,0,235,40.62740775,M,PL 2211001,-74.14225461,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,944763,167887,2013,11,1,0,0,0
10338,10338,25-44,S,11/11/13,93527544,120,0,235,40.638654,M,PL 2214000,-74.08612364,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,960348,171964,2013,11,1,1,0,0
10339,10339,25-44,S,11/11/13,93527537,120,0,117,40.62423677,F,PL 2201601,-74.08075553,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE HISPANIC,M,961833,166710,2013,11,0,0,1,0
10340,10340,45-64,S,11/11/13,93527541,120,0,117,40.63725264,F,PL 2203901,-74.07664578,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK HISPANIC,M,962978,171451,2013,11,0,1,0,0
10341,10341,18-24,S,11/11/13,93527542,120,0,235,40.64472094,M,PL 2214000,-74.07703272,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,962873,174172,2013,11,1,1,0,0
10342,10342,25-44,S,11/11/13,93527535,121,0,235,40.62740775,M,PL 2211001,-74.14225461,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,944763,167887,2013,11,1,0,0,0
10343,10343,45-64,S,11/10/13,93507016,121,0,235,40.63212908,M,PL 2205001,-74.13283257,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE,M,947381,169603,2013,11,0,0,1,0
10344,10344,25-44,S,11/9/13,93505570,121,0,235,40.61087582,M,PL 2200300,-74.16099475,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,939550,161873,2013,11,0,0,0,0
10345,10345,18-24,S,11/9/13,93505565,120,0,117,40.61800148,F,PL 2201601,-74.07949809,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,962180,164438,2013,11,0,0,1,0
10346,10346,<18,S,11/9/13,93498821,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,961580,163524,2013,11,1,0,0,0
10347,10347,18-24,S,11/9/13,93505574,121,0,235,40.63674414,M,PL 2211001,-74.13428297,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,946981,171285,2013,11,1,0,0,0
10348,10348,18-24,S,11/9/13,93505576,121,0,235,40.63893496,M,PL 2205002,-74.1673968,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE HISPANIC,M,937792,172099,2013,11,0,0,1,0
10349,10349,25-44,S,11/9/13,93505572,121,0,235,40.62547933,M,PL 2200300,-74.14351495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,944412,167185,2013,11,0,0,0,0
10350,10350,45-64,S,11/9/13,93507044,121,0,235,40.64000389,M,PL 2200300,-74.13043409,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,948051,172471,2013,11,0,0,0,0
10351,10351,25-44,S,11/9/13,93507043,121,0,117,40.64000389,F,PL 2200601,-74.13043409,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",WHITE HISPANIC,M,948051,172471,2013,11,0,0,1,0
10352,10352,25-44,S,11/9/13,93502773,121,0,235,40.62607765,M,PL 2200300,-74.1640719,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,938706,167413,2013,11,0,0,0,0
10353,10353,25-44,S,11/9/13,93505564,120,0,235,40.64472094,M,PL 2200300,-74.07703272,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE HISPANIC,M,962873,174172,2013,11,0,0,0,0
10354,10354,18-24,S,11/9/13,93505577,121,0,235,40.63893496,M,PL 2205002,-74.1673968,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",WHITE HISPANIC,F,937792,172099,2013,11,0,0,1,0
10355,10355,25-44,S,11/8/13,93490970,120,0,235,40.64712835,M,PL 2200300,-74.08818142,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,959780,175052,2013,11,0,0,0,0
10356,10356,18-24,S,11/8/13,93494293,121,0,235,40.57398103,M,PL 2211001,-74.16991935,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,937046,148436,2013,11,1,0,0,0
10357,10357,18-24,S,11/8/13,93490971,120,0,117,40.64712835,F,PL 2200601,-74.08818142,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,F,959780,175052,2013,11,0,0,1,0
10358,10358,45-64,S,11/8/13,93490968,120,0,235,40.64712835,M,PL 2200300,-74.08818142,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,959780,175052,2013,11,0,0,0,0
10359,10359,25-44,S,11/8/13,93494296,120,0,235,40.62823876,M,PL 2200300,-74.11595395,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952064,168179,2013,11,0,0,0,0
10360,10360,25-44,S,11/8/13,93490972,120,0,235,40.64712835,M,PL 2200300,-74.08818142,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,959780,175052,2013,11,0,0,0,0
10361,10361,<18,S,11/8/13,93494299,122,0,235,40.59606413,M,PL 2214000,-74.08829043,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,959731,156448,2013,11,1,1,0,0
10362,10362,25-44,S,11/8/13,93490969,120,0,117,40.64712835,F,PL 2200601,-74.08818142,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,959780,175052,2013,11,0,0,1,0
10363,10363,25-44,S,11/8/13,93494297,120,0,235,40.62823876,M,PL 2200300,-74.11595395,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952064,168179,2013,11,0,0,0,0
10364,10364,25-44,S,11/8/13,93490967,120,0,235,40.64712835,M,PL 2200300,-74.08818142,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,959780,175052,2013,11,0,0,0,0
10365,10365,25-44,S,11/8/13,93494290,121,0,117,40.63774029,F,PL 2200601,-74.1320943,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,947589,171647,2013,11,0,0,1,0
10366,10366,18-24,S,11/7/13,93473402,121,0,117,40.63761419,F,PL 2201601,-74.13894351,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,945688,171604,2013,11,0,0,1,0
10367,10367,25-44,S,11/7/13,93468353,121,0,235,40.59629726,M,PL 2200300,-74.15968489,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,939904,156561,2013,11,0,0,0,0
10368,10368,25-44,S,11/7/13,93473398,121,0,117,40.63761419,F,PL 2201601,-74.13894351,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,945688,171604,2013,11,0,0,1,0
10369,10369,18-24,S,11/7/13,93473410,122,0,235,40.56826399,M,PL 2200300,-74.10547294,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,954947,146325,2013,11,0,0,0,0
10370,10370,45-64,S,11/7/13,93473413,122,0,235,40.56343633,M,PL 2200300,-74.11081715,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953460,144568,2013,11,0,0,0,0
10371,10371,18-24,S,11/7/13,93473418,122,0,235,40.56343633,M,PL 2200300,-74.11081715,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953460,144568,2013,11,0,0,0,0
10372,10372,45-64,S,11/7/13,93473400,121,0,117,40.63761419,F,PL 2201601,-74.13894351,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,945688,171604,2013,11,0,0,1,0
10373,10373,25-44,S,11/7/13,93477403,123,0,235,40.51203825,M,PL 2200300,-74.24975495,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,914803,125922,2013,11,0,0,0,0
10374,10374,18-24,S,11/7/13,93473417,122,0,235,40.56343633,M,PL 2200300,-74.11081715,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,953460,144568,2013,11,0,0,0,0
10375,10375,25-44,S,11/7/13,93468355,122,0,235,40.58681419,M,PL 2200300,-74.09174173,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,958769,153079,2013,11,0,0,0,0
10376,10376,<18,S,11/7/13,93473419,121,0,235,40.60806195,M,PL 2211001,-74.15735406,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK HISPANIC,M,940559,160846,2013,11,1,0,0,0
10377,10377,25-44,S,11/7/13,93468356,122,0,235,40.58681419,M,PL 2200300,-74.09174173,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,958769,153079,2013,11,0,0,0,0
10378,10378,18-24,S,11/6/13,93446686,121,0,235,40.58586725,M,PL 2211001,-74.1492911,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,942784,152756,2013,11,1,0,0,0
10379,10379,18-24,S,11/6/13,93457028,122,0,235,40.56539505,M,PL 2214000,-74.11191815,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",WHITE,M,953155,145282,2013,11,1,1,0,0
10380,10380,18-24,S,11/6/13,93457041,120,0,235,40.64472094,M,PL 2200300,-74.07703272,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962873,174172,2013,11,0,0,0,0
10381,10381,18-24,S,11/6/13,93457037,120,0,235,40.62352539,M,PL 2211001,-74.12180314,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE HISPANIC,M,950438,166464,2013,11,1,0,0,0
10382,10382,18-24,S,11/6/13,93457039,120,0,235,40.64472094,M,PL 2200300,-74.07703272,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962873,174172,2013,11,0,0,0,0
