"","X","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"13473",13473,"18-24","S","2018-01-03",173217720,121,0,235,40.626055021,"M","PL 2211002",-74.156679587,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",940758,167401,2018,1
"13474",13474,"25-44","S","2018-01-10",173450862,121,0,235,40.639849422,"M","PL 2211001",-74.138133843,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",945914,172418,2018,1
"13475",13475,"25-44","S","2018-06-08",183636167,120,0,235,40.612526724,"M","PL 2211001",-74.081825486,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961532,162444,2018,6
"13476",13476,"25-44","S","2018-05-29",183217855,121,0,117,40.6080519,"F","PL 2201601",-74.141882027,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK HISPANIC","M",944855,160835,2018,5
"13477",13477,"45-64","S","2018-06-30",184627761,120,0,235,40.643636371,"M","PL 2211001",-74.085348133,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960565,173779,2018,6
"13478",13478,"18-24","S","2018-05-15",182730332,123,0,235,40.516579523,"M","PL 2211002",-74.196877172,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",929510,127539,2018,5
"13479",13479,"25-44","S","2018-01-15",173652876,120,0,117,40.625122514,"F","PL 2201601",-74.077975545,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",962605,167032,2018,1
"13480",13480,"25-44","S","2018-01-29",174162171,120,0,235,40.608394146,"M","PL 2205002",-74.076256095,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE HISPANIC","M",963077,160937,2018,1
"13481",13481,"25-44","S","2018-01-19",173817489,123,0,235,40.511586338,"M","PL 2200300",-74.249303727,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",914928,125757,2018,1
"13482",13482,"18-24","S","2018-06-18",184091183,120,0,235,40.638059602,"M","PL 2211001",-74.088140614,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",959788,171748,2018,6
"13483",13483,"<18","S","2018-04-14",178171572,123,0,235,40.501927704,"M","PL 2200300",-74.233442673,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",919329,122226,2018,4
"13484",13484,"25-44","S","2018-05-22",183005168,120,0,117,40.620744549,"F","PL 2201601",-74.0857151,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",960455,165439,2018,5
"13485",13485,"25-44","S","2018-01-30",174206816,122,0,117,40.557431503,"F","PL 2201601",-74.157166431,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",940578,142400,2018,1
"13486",13486,"25-44","S","2018-04-22",178463886,120,0,235,40.630325787,"M","PL 2211001",-74.086822624,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960151,168930,2018,4
"13487",13487,"25-44","S","2018-01-05",173289650,120,0,117,40.637755348,"F","PL 2201601",-74.076019417,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",963152,171634,2018,1
"13488",13488,"25-44","S","2018-04-26",178615343,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962951,172727,2018,4
"13489",13489,"45-64","S","2018-05-04",181641792,120,0,235,40.612613627,"M","PL 2200300",-74.083122217,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",961172,162476,2018,5
"13490",13490,"25-44","S","2018-02-09",174605441,121,0,117,40.623226819,"F","PL 2200902",-74.149226973,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE HISPANIC","M",942825,166367,2018,2
"13491",13491,"25-44","S","2018-04-26",178623003,123,0,117,40.519432558,"F","PL 2201601",-74.1961986,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",929701,128578,2018,4
"13492",13492,"25-44","S","2018-06-16",183917500,122,11,235,40.600191577,"M","PL 2211002",-74.064640501,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",966300,157946,2018,6
"13493",13493,"45-64","S","2018-03-31",177176761,123,0,235,40.522694581,"M","PL 2200300",-74.233684251,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",919282,129792,2018,3
"13494",13494,"25-44","S","2018-03-03",175405882,120,0,235,40.639737453,"M","PL 2211001",-74.083408229,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961102,172358,2018,3
"13495",13495,"18-24","S","2018-03-09",175710790,120,0,117,40.629582006,"F","PL 2214500",-74.079137206,"DANGEROUS DRUGS",570,"MARIJUANA, SALE 1, 2 & 3","BLACK","M",962284,168657,2018,3
"13496",13496,"25-44","S","2018-01-18",173767171,120,0,235,40.624663656,"M","PL 2200300",-74.082589662,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",961324,166866,2018,1
"13497",13497,"25-44","S","2018-02-06",174477008,122,0,117,40.559941996,"F","PL 2201601",-74.151795584,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",942072,143312,2018,2
"13498",13498,"25-44","S","2018-05-02",179124642,123,0,235,40.513522062,"M","PL 2200300",-74.237360084,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",918251,126453,2018,5
"13499",13499,"45-64","S","2018-03-05",175473835,121,0,117,40.623132884,"F","PL 2201601",-74.16759852,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",937725,166342,2018,3
"13500",13500,"45-64","S","2018-06-26",184472730,122,11,117,40.603364532,"F","PL 2213000",-74.069400803,"DANGEROUS DRUGS",568,"MARIJUANA, POSSESSION 1, 2 & 3","WHITE","M",964979,159103,2018,6
"13501",13501,"25-44","S","2018-01-22",173890041,120,0,235,40.62855177,"M","PL 2200300",-74.076470065,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963024,168281,2018,1
"13502",13502,"25-44","S","2018-01-07",173347243,120,0,235,40.642141083,"M","PL 2204500",-74.080687118,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE HISPANIC","M",961858,173233,2018,1
"13503",13503,"25-44","S","2018-04-02",177455716,120,0,235,40.64021216,"M","PL 2200300",-74.075676306,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963248,172529,2018,4
"13504",13504,"25-44","S","2018-04-04",177808812,120,0,235,40.623140111,"M","PL 2200300",-74.082847142,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",961252,166311,2018,4
"13505",13505,"18-24","S","2018-03-14",175892260,120,0,235,40.612613627,"M","PL 2211001",-74.083122217,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961172,162476,2018,3
"13506",13506,"25-44","S","2018-03-24",176258915,123,0,235,40.53433411,"M","PL 2200300",-74.193011771,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",930599,134005,2018,3
"13507",13507,"18-24","S","2018-03-14",175876616,120,0,235,40.635004785,"M","PL 2200300",-74.076448636,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963032,170632,2018,3
"13508",13508,"45-64","S","2018-03-11",175749250,122,0,117,40.598566729,"F","PL 2200603",-74.081761565,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",961545,157358,2018,3
"13509",13509,"25-44","S","2018-03-23",176239627,121,0,235,40.635548069,"M","PL 2211001",-74.133714898,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",947138,170849,2018,3
"13510",13510,"25-44","S","2018-05-09",182504180,120,0,235,40.628570863,"M","PL 2200300",-74.113216556,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",952824,168299,2018,5
"13511",13511,"25-44","S","2018-04-15",178198253,122,0,235,40.574285688,"M","PL 2200300",-74.105914405,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954827,148519,2018,4
"13512",13512,"18-24","S","2018-04-07",177896091,120,0,117,40.623140111,"F","PL 2200601",-74.082847142,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",961252,166311,2018,4
"13513",13513,"25-44","S","2018-04-04",177808714,122,0,235,40.554486614,"M","PL 2200300",-74.154928369,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",941198,141326,2018,4
"13514",13514,"25-44","S","2018-01-24",173990656,120,0,235,40.639599873,"M","PL 2200300",-74.075978281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963164,172306,2018,1
"13515",13515,"25-44","S","2018-03-23",176245305,120,0,117,40.615491223,"F","PL 2212000",-74.08165623,"DANGEROUS DRUGS",568,"MARIJUANA, POSSESSION 1, 2 & 3","BLACK","M",961580,163524,2018,3
"13516",13516,"25-44","S","2018-02-28",175286627,123,0,235,40.526760859,"M","PL 2200300",-74.201173338,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928324,131251,2018,2
"13517",13517,"25-44","S","2018-06-01",183364096,123,0,117,40.564192316,"F","PL 2201601",-74.181163326,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",933915,144876,2018,6
"13518",13518,"18-24","S","2018-02-21",175063748,122,0,235,40.575869582,"M","PL 2200300",-74.09962095,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",956576,149094,2018,2
"13519",13519,"18-24","S","2018-02-04",174390481,121,0,235,40.637161104,"M","PL 2211001",-74.160193428,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN / PACIFIC ISLANDER","M",939790,171449,2018,2
"13520",13520,"25-44","S","2018-04-06",177866104,123,0,235,40.522580307,"M","PL 2200300",-74.190006802,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",931425,129721,2018,4
"13521",13521,"25-44","S","2018-05-22",183008671,122,0,235,40.578205473,"M","PL 2211500",-74.117022649,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",951743,149951,2018,5
"13522",13522,"18-24","S","2018-04-24",178540719,120,0,117,40.614782068,"F","PL 2201601",-74.083049279,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961193,163266,2018,4
"13523",13523,"25-44","S","2018-06-07",183601873,123,0,235,40.552272306,"M","PL 2200300",-74.190886504,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",931204,140539,2018,6
"13524",13524,"25-44","S","2018-04-28",178704891,120,0,235,40.645337665,"M","PL 2211001",-74.102711974,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",955747,174404,2018,4
"13525",13525,"25-44","S","2018-05-01",178817155,120,0,235,40.638277737,"M","PL 2204500",-74.07879081,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE","F",962383,171825,2018,5
"13526",13526,"45-64","S","2018-06-05",183507012,120,0,235,40.632005343,"M","PL 2200300",-74.079590427,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",962159,169540,2018,6
"13527",13527,"45-64","S","2018-06-28",184557466,122,0,235,40.551012515,"M","PL 2200300",-74.154308583,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",941368,140060,2018,6
"13528",13528,"18-24","S","2018-01-02",173193422,120,0,117,40.634871684,"F","PL 2201601",-74.078455319,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",962475,170584,2018,1
"13529",13529,"18-24","S","2018-04-05",177845195,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",961580,163524,2018,4
"13530",13530,"25-44","S","2018-04-28",178706155,122,0,235,40.601277885,"M","PL 2200300",-74.086475152,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",960237,158347,2018,4
"13531",13531,"18-24","S","2018-01-27",174112021,120,0,235,40.614924849,"M","PL 2205002",-74.070655464,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","ASIAN / PACIFIC ISLANDER","M",964634,163315,2018,1
"13532",13532,"45-64","S","2018-03-14",175886709,120,0,235,40.635444717,"M","PL 2200300",-74.120437756,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",950823,170806,2018,3
"13533",13533,"25-44","S","2018-04-07",177896089,120,0,117,40.623140111,"F","PL 2200601",-74.082847142,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","F",961252,166311,2018,4
"13534",13534,"25-44","S","2018-06-25",184415709,122,11,117,40.600191577,"F","PL 2201601",-74.064640501,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK HISPANIC","M",966300,157946,2018,6
"13535",13535,"45-64","S","2018-01-03",173220449,121,0,235,40.632173334,"M","PL 2211001",-74.166331423,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",938083,169635,2018,1
"13536",13536,"18-24","S","2018-04-05",177845194,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2018,4
"13537",13537,"25-44","S","2018-02-21",175059279,122,0,117,40.553494431,"F","PL 2201601",-74.131787394,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",947628,140954,2018,2
"13538",13538,"25-44","S","2018-04-15",178198393,120,0,235,40.638230761,"M","PL 2211001",-74.07924835,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",962256,171808,2018,4
"13539",13539,"18-24","S","2018-04-14",178165004,120,0,235,40.639599873,"M","PL 2200300",-74.075978281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963164,172306,2018,4
"13540",13540,"25-44","S","2018-01-19",173814975,120,0,117,40.642382461,"F","PL 2201601",-74.095252112,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",957816,173325,2018,1
"13541",13541,"25-44","S","2018-06-14",183831785,120,0,235,40.612613627,"M","PL 2205003",-74.083122217,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","BLACK","M",961172,162476,2018,6
"13542",13542,"25-44","S","2018-04-26",178621176,123,0,235,40.5144221,"M","PL 2200300",-74.206250363,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",926902,126759,2018,4
"13543",13543,"25-44","S","2018-01-03",173223229,121,0,235,40.638063982,"M","PL 2200300",-74.166108302,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",938149,171781,2018,1
"13544",13544,"45-64","S","2018-02-15",174839764,121,0,117,40.632397928,"F","PL 2201601",-74.160880938,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",939596,169714,2018,2
"13545",13545,"18-24","S","2018-06-07",183601577,120,0,235,40.637818717,"M","PL 2211001",-74.087279157,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",960027,171660,2018,6
"13546",13546,"<18","S","2018-04-20",178420448,120,0,235,40.638760846,"M","PL 2200300",-74.089975541,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",959279,172004,2018,4
"13547",13547,"25-44","S","2018-05-11",182608789,121,0,235,40.582301992,"M","PL 2200300",-74.168936095,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",937325,151467,2018,5
"13548",13548,"25-44","S","2018-06-25",184413278,120,0,235,40.624374314,"M","PL 2200300",-74.080323415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","F",961953,166760,2018,6
"13549",13549,"25-44","S","2018-03-28",176671460,120,0,117,40.645022746,"F","PL 2203901",-74.077216847,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE HISPANIC","M",962822,174282,2018,3
"13550",13550,"25-44","S","2018-05-26",183159287,122,0,235,40.594816744,"M","PL 2200300",-74.086319153,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",960278,155993,2018,5
"13551",13551,"45-64","S","2018-01-03",173231460,120,0,235,40.644720944,"M","PL 2200300",-74.07703272,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK HISPANIC","M",962873,174172,2018,1
"13552",13552,"45-64","S","2018-05-18",182842974,121,0,117,40.638707262,"F","PL 2201601",-74.131386391,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",947786,171999,2018,5
"13553",13553,"18-24","S","2018-01-21",173857345,121,0,235,40.635586887,"M","PL 2211001",-74.165100507,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",938427,170878,2018,1
"13554",13554,"25-44","S","2018-01-29",174162172,120,0,235,40.608394146,"M","PL 2205003",-74.076256095,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE","F",963077,160937,2018,1
"13555",13555,"18-24","S","2018-04-13",178144016,120,0,235,40.619242659,"M","PL 2211002",-74.078721513,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962396,164890,2018,4
"13556",13556,"25-44","S","2018-02-03",174375909,120,0,119,40.617303617,"F","VTL11920E4",-74.080480597,"INTOXICATED/IMPAIRED DRIVING",906,"IMPAIRED DRIVING, DRUGS","WHITE HISPANIC","M",961907,164184,2018,2
"13557",13557,"25-44","S","2018-04-26",178623002,123,0,117,40.519432558,"F","PL 2201601",-74.1961986,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",929701,128578,2018,4
"13558",13558,"25-44","S","2018-01-17",173688946,121,0,235,40.630191812,"M","PL 2211001",-74.160382052,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",939733,168910,2018,1
"13559",13559,"25-44","S","2018-05-01",178793117,121,0,235,40.590388822,"M","PL 2200300",-74.192939756,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",930664,154427,2018,5
"13560",13560,"45-64","S","2018-03-12",175789498,123,0,235,40.516344801,"M","PL 2200300",-74.232824057,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",919515,127478,2018,3
"13561",13561,"18-24","S","2018-01-05",173302937,121,0,235,40.636728024,"M","PL 2211001",-74.171206881,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",936733,171297,2018,1
"13562",13562,"18-24","S","2018-06-27",184522326,123,0,235,40.512047943,"M","PL 2211001",-74.252851429,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",913942,125928,2018,6
"13563",13563,"18-24","S","2018-03-03",175415433,120,0,117,40.635225033,"F","PL 2201601",-74.106641643,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",954652,170721,2018,3
"13564",13564,"25-44","S","2018-03-08",175675005,120,0,235,40.637593915,"M","PL 2214000",-74.112273445,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",953090,171586,2018,3
"13565",13565,"25-44","S","2018-02-06",174471932,121,0,235,40.603171358,"M","PL 2200300",-74.162805593,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",939042,159067,2018,2
"13566",13566,"25-44","S","2018-02-08",174554845,123,0,117,40.551945258,"F","PL 2200602",-74.192778366,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",930678,140421,2018,2
"13567",13567,"25-44","S","2018-02-21",175059278,122,0,235,40.553494431,"M","PL 2200300",-74.131787394,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947628,140954,2018,2
"13568",13568,"25-44","S","2018-04-09",177965997,120,0,117,40.637755348,"F","PL 2200601",-74.076019417,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",963152,171634,2018,4
"13569",13569,"25-44","S","2018-06-04",183468596,120,0,235,40.624981386,"M","PL 2211001",-74.08351227,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961068,166982,2018,6
"13570",13570,"18-24","S","2018-05-15",182736062,123,0,235,40.516579523,"M","PL 2211002",-74.196877172,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",929510,127539,2018,5
"13571",13571,"25-44","S","2018-04-18",178325334,120,0,117,40.63436981,"F","PL 2200907",-74.119430604,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",951102,170414,2018,4
"13572",13572,"25-44","S","2018-03-27",176339412,120,0,117,40.645022746,"F","PL 2203901",-74.077216847,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",962822,174282,2018,3
"13573",13573,"25-44","S","2018-05-10",182566917,120,0,117,40.639536936,"F","PL 2200603",-74.087303024,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","BLACK","F",960021,172286,2018,5
"13574",13574,"25-44","S","2018-03-31",177176762,123,0,235,40.522694581,"M","PL 2200300",-74.233684251,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",919282,129792,2018,3
"13575",13575,"25-44","S","2018-01-21",173866997,120,0,235,40.642036877,"M","PL 2200300",-74.11031711,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",953635,173204,2018,1
"13576",13576,"25-44","S","2018-06-01",183364097,123,0,117,40.564192316,"F","PL 2201601",-74.181163326,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",933915,144876,2018,6
"13577",13577,"18-24","S","2018-01-18",173747629,123,0,117,40.530807709,"F","PL 2201601",-74.218650573,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",923469,132737,2018,1
"13578",13578,"25-44","S","2018-04-18",178319944,122,0,235,40.565183394,"M","PL 2200300",-74.115009492,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",952296,145206,2018,4
"13579",13579,"18-24","S","2018-06-05",183509301,120,0,235,40.621546779,"M","PL 2211001",-74.072672509,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",964076,165728,2018,6
"13580",13580,"18-24","S","2018-03-06",175521219,120,0,235,40.621795467,"M","PL 2211001",-74.082424012,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961369,165821,2018,3
"13581",13581,"25-44","S","2018-03-20",176111722,122,0,235,40.589729126,"M","PL 2200300",-74.095169805,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",957818,154142,2018,3
"13582",13582,"18-24","S","2018-02-21",175063749,122,0,235,40.575869582,"M","PL 2200300",-74.09962095,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",956576,149094,2018,2
"13583",13583,"25-44","S","2018-01-24",174004831,123,0,235,40.540202798,"M","PL 2200300",-74.194482247,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",930195,136144,2018,1
"13584",13584,"25-44","S","2018-01-13",173586526,123,0,235,40.545957649,"M","PL 2200300",-74.196701063,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",929583,138242,2018,1
"13585",13585,"25-44","S","2018-03-04",175438868,123,0,117,40.529886554,"F","PL 2200601",-74.190290173,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",931352,132383,2018,3
"13586",13586,"45-64","S","2018-01-13",173575852,123,0,117,40.511586338,"F","PL 2201601",-74.249303727,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",914928,125757,2018,1
"13587",13587,"18-24","S","2018-02-03",174380118,122,0,235,40.549971347,"M","PL 2200300",-74.150840958,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942331,139679,2018,2
"13588",13588,"18-24","S","2018-04-03",177713811,120,0,235,40.614624398,"M","PL 2205002",-74.084716734,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","BLACK HISPANIC","F",960730,163209,2018,4
"13589",13589,"25-44","S","2018-03-26",176319455,120,0,117,40.632744534,"F","PL 2204301",-74.096420081,"DANGEROUS DRUGS",512,"CONTROLLED SUBSTANCE,SALE 1","BLACK","F",957488,169814,2018,3
"13590",13590,"25-44","S","2018-06-19",184138906,120,0,235,40.637768766,"M","PL 2200300",-74.076480627,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","F",963024,171639,2018,6
"13591",13591,"45-64","S","2018-06-04",183451076,121,0,117,40.63449931,"F","PL 2200601",-74.131551047,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",947738,170466,2018,6
"13592",13592,"45-64","S","2018-02-21",175063645,120,0,117,40.643131706,"F","PL 2212000",-74.077041695,"DANGEROUS DRUGS",568,"MARIJUANA, POSSESSION 1, 2 & 3","WHITE","F",962870,173593,2018,2
